lambda_relevance,query_index,task,baseline_refs,reranked_refs,changed_order,changed_reference_set,top1_preserved,baseline_top_similarity,diverse_top_similarity,baseline_mean_similarity,diverse_mean_similarity,baseline_unique_models,diverse_unique_models,baseline_has_duplicate_models,diverse_has_duplicate_models,baseline_intra_list_dissimilarity,diverse_intra_list_dissimilarity
0.9,789,Health assessment,"73,239,153,154,193","73,193,7,104,227",True,True,True,0.517,0.517,0.5122000000000001,0.5086,4,5,1,0,0.3899738562091503,0.5934131054131054
0.9,790,Fault identification,"252,203,189,243,244","252,189,203,243,210",True,True,True,0.645,0.645,0.607,0.6056,4,5,1,0,0.4632673217256742,0.5429619785951125
0.9,791,Fault detection,"42,41,44,43,46","42,72,44,34,41",True,True,True,0.595,0.595,0.595,0.595,5,5,0,0,0.2967919799498747,0.4193180845684055
0.9,792,Remaining useful life estimation,"181,147,148,149,223","181,149,121,92,68",True,True,True,0.505,0.505,0.5032,0.5028,5,5,0,0,0.45285301132975553,0.5584731893837157
0.9,793,Remaining useful life estimation,"222,184,204,121,181","222,181,121,184,128",True,True,True,0.519,0.519,0.519,0.5186,5,5,0,0,0.551591050628532,0.5703363029503958
0.9,794,Remaining useful life estimation,"51,53,52,55,54","51,126,55,3,4",True,True,True,0.551,0.551,0.551,0.551,4,5,1,0,0.28709160571229536,0.4033877743803913
0.9,795,Fault detection,"230,42,41,44,43","230,41,34,44,33",True,True,True,0.527,0.527,0.5246000000000001,0.5246000000000001,5,5,0,0,0.38838538654328125,0.4249518481518481
0.9,796,Fault detection,"230,20,200,195,209","230,211,41,209,195",True,True,True,0.609,0.609,0.5904,0.5888,5,5,0,0,0.33499999999999996,0.5541535062875269
0.9,797,Fault identification,"252,210,48,50,49","252,210,212,216,189",True,True,True,0.524,0.524,0.5192,0.5164,5,5,0,0,0.4748623876765084,0.594190528306382
0.9,798,Fault detection,"72,215,230,19,166","72,215,166,230,47",True,True,True,0.542,0.542,0.521,0.5197999999999999,5,5,0,0,0.45992087181111574,0.4677315304507217
0.9,799,Health assessment,"31,38,104,188,2","31,213,193,104,188",True,True,True,0.524,0.524,0.5227999999999999,0.5186,5,5,0,0,0.5176489761461333,0.5863477136636811
0.9,800,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.59,0.59,0.59,0.59,5,5,0,0,0.2967919799498747,0.352885623148781
0.9,801,One step future state forecast,"131,132,135,133,134","131,10,135,132,133",True,True,True,0.519,0.519,0.519,0.5162000000000001,5,5,0,0,0.24191316526610646,0.32854030501089326
0.9,802,Health assessment,"227,173,7,177,221","227,213,221,239,104",True,True,True,0.506,0.506,0.5035999999999999,0.5022,4,5,1,0,0.541480089111668,0.615901516011452
0.9,803,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.546,0.546,0.546,0.546,4,5,1,0,0.2680996168582376,0.29012887495646117
0.9,804,Health assessment,"173,213,7,177,239","173,213,193,221,7",True,True,True,0.522,0.522,0.5152,0.5138,4,5,1,0,0.5377021327582074,0.5928097596915846
0.9,805,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.664,0.664,0.664,0.664,5,5,0,0,0.2967919799498747,0.352885623148781
0.9,806,Health assessment,"227,2,31,38,104","227,213,221,104,193",True,True,True,0.51,0.51,0.5092,0.507,5,5,0,0,0.4738235674511354,0.603223926999382
0.9,807,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.546,0.546,0.546,0.546,5,5,0,0,0.2967919799498747,0.352885623148781
0.9,808,One step future state forecast,"131,132,106,10,135","131,10,135,132,133",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.34907363834422656,0.32854030501089326
0.9,809,Fault detection,"98,218,19,20,230","98,218,200,230,166",True,True,True,0.522,0.522,0.5168000000000001,0.5168000000000001,4,5,1,0,0.4124395604395604,0.543461561829983
0.9,810,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.546,0.546,0.546,0.546,4,5,1,0,0.2680996168582376,0.29012887495646117
0.9,811,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,812,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,813,Fault feature extraction,"32,253,198,17,235","32,198,253,229,190",True,True,True,0.685,0.685,0.6162000000000001,0.6148,5,5,0,0,0.4523768115942029,0.6079609279609279
0.9,814,Health assessment,"213,239,153,154,193","213,153,239,104,221",True,True,True,0.609,0.609,0.5937999999999999,0.5929999999999999,4,5,1,0,0.5073448922343919,0.5955945834158703
0.9,815,Health assessment,"2,188,221,227,31","2,104,7,38,188",True,True,True,0.543,0.543,0.5174000000000001,0.5156000000000001,5,5,0,0,0.42018561786870856,0.5616307506350608
0.9,816,Fault feature extraction,"18,229,17,27,190","18,229,253,190,27",True,True,True,0.51,0.51,0.5084,0.5074000000000001,4,5,1,0,0.5194957795827361,0.5998712109146892
0.9,817,Health assessment,"7,177,173,188,239","7,173,221,193,38",True,True,True,0.513,0.513,0.5102,0.5068,4,5,1,0,0.4976860431860432,0.5561018455732614
0.9,818,Fault detection,"20,175,98,245,218","20,218,44,34,245",True,True,True,0.514,0.514,0.5134000000000001,0.5118,5,5,0,0,0.4611883394383395,0.5350897990897991
0.9,819,Fault detection,"200,195,166,167,230","200,44,230,34,33",True,True,True,0.503,0.503,0.5015999999999999,0.5014,4,5,1,0,0.47710626233957754,0.48118034772245294
0.9,820,Fault detection,"42,41,44,43,46","42,209,34,44,41",True,True,True,0.524,0.524,0.524,0.521,5,5,0,0,0.2967919799498747,0.4847413989519252
0.9,821,Fault detection,"195,175,98,230,245","195,44,218,245,98",True,True,True,0.515,0.515,0.5119999999999999,0.5092000000000001,5,5,0,0,0.3861538461538462,0.5631383255919339
0.9,822,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5621461887290472,0.5927769588210243
0.9,823,Health assessment,"239,153,154,193,213","239,104,31,7,221",True,True,True,0.511,0.511,0.5108,0.508,4,5,1,0,0.5073448922343919,0.5903500277562428
0.9,824,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,825,Remaining useful life estimation,"197,59,58,60,256","197,75,256,226,60",True,True,True,0.515,0.515,0.5138,0.5119999999999999,5,5,0,0,0.5583568743622659,0.61222849002849
0.9,826,Fault detection,"215,42,41,44,43","215,211,209,44,34",True,True,True,0.518,0.518,0.5156000000000001,0.5148,5,5,0,0,0.39560656448814346,0.6121585359085359
0.9,827,Fault feature extraction,"231,18,17,190,32","231,190,229,198,235",True,True,True,0.533,0.533,0.5124,0.5092000000000001,4,5,1,0,0.5082912353347135,0.6022783882783883
0.9,828,Fault identification,"210,48,50,49,212","210,48,212,247,216",True,True,True,0.529,0.529,0.529,0.5218,5,5,0,0,0.5878796157059314,0.6916852854462611
0.9,829,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,830,Remaining useful life estimation,"147,148,149,225,107","147,197,208,155,92",True,True,True,0.518,0.518,0.5162,0.5126000000000001,5,5,0,0,0.33064434643143537,0.5937024965965729
0.9,831,Health assessment,"2,239,213,153,154","2,7,104,239,213",True,True,True,0.513,0.513,0.509,0.5078,4,5,1,0,0.47490252463314586,0.6022501797268152
0.9,832,Fault detection,"200,166,167,19,20","200,215,166,19,211",True,True,True,0.512,0.512,0.506,0.5047999999999999,3,5,1,0,0.43354066985645934,0.594012595591543
0.9,833,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.529,0.529,0.529,0.529,4,5,1,0,0.2680996168582376,0.29012887495646117
0.9,834,Fault detection,"42,41,44,43,46","42,195,230,34,44",True,True,True,0.599,0.599,0.599,0.599,5,5,0,0,0.2967919799498747,0.4939304471979458
0.9,835,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,836,Remaining useful life estimation,"256,226,59,58,60","256,223,226,51,53",True,True,True,0.503,0.503,0.5014,0.501,5,5,0,0,0.5075457504507568,0.5711997927997927
0.9,837,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.559,0.559,0.559,0.559,5,5,0,0,0.2967919799498747,0.352885623148781
0.9,838,Fault detection,"200,230,42,41,44","200,44,230,34,33",True,True,True,0.614,0.614,0.6075999999999999,0.6075999999999999,5,5,0,0,0.5114425486793908,0.48118034772245294
0.9,839,Health assessment,"31,38,104,213,221","31,213,193,104,221",True,True,True,0.52,0.52,0.518,0.5156000000000001,5,5,0,0,0.5106008661321741,0.5800615447498526
0.9,840,Fault detection,"215,195,175,218,245","215,195,166,218,20",True,True,True,0.604,0.604,0.5984,0.5948,5,5,0,0,0.5192270684641819,0.579756756702633
0.9,841,Remaining useful life estimation,"181,107,108,59,58","181,59,22,107,8",True,True,True,0.614,0.614,0.5348,0.5344,4,5,1,0,0.3909973474801061,0.5157208896264647
0.9,842,Fault feature extraction,"229,231,70,32,253","229,70,198,190,235",True,True,True,0.517,0.517,0.5112,0.5086,5,5,0,0,0.43873492504817807,0.605755152478044
0.9,843,Health assessment,"221,7,177,73,227","221,239,7,227,104",True,True,True,0.519,0.519,0.5174000000000001,0.5134,4,5,1,0,0.48443079922027293,0.610850839706103
0.9,844,Fault detection,"245,20,195,218,175","245,211,218,166,175",True,True,True,0.517,0.517,0.5132,0.5092000000000001,5,5,0,0,0.46353678423523786,0.6027274392274392
0.9,845,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.775,0.775,0.775,0.775,4,5,1,0,0.3189603238866397,0.5494555202976256
0.9,846,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5621461887290472,0.5927769588210243
0.9,847,Fault detection,"42,41,44,43,46","42,230,34,44,41",True,True,True,0.535,0.535,0.535,0.5334000000000001,5,5,0,0,0.2967919799498747,0.4245729007834271
0.9,848,Health assessment,"173,31,38,227,104","173,104,188,38,193",True,True,True,0.612,0.612,0.5984,0.5957999999999999,5,5,0,0,0.4891651566518588,0.5960161909256738
0.9,849,Fault detection,"195,215,98,20,230","195,215,166,218,20",True,True,True,0.515,0.515,0.5122,0.5096,5,5,0,0,0.43545768349634323,0.579756756702633
0.9,850,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,851,Remaining useful life estimation,"237,222,184,75,74","237,184,222,76,204",True,True,True,0.571,0.571,0.5538000000000001,0.5496000000000001,5,5,0,0,0.42391756136583725,0.5325262643403572
0.9,852,Health assessment,"221,2,173,213,31","221,239,7,173,104",True,True,True,0.585,0.585,0.5833999999999999,0.5824,5,5,0,0,0.5057464074763135,0.6130130829209778
0.9,853,Fault detection,"215,20,245,209,211","215,211,209,44,245",True,True,True,0.519,0.519,0.5134000000000001,0.5126,5,5,0,0,0.5229285714285714,0.5900784493284494
0.9,854,Health assessment,"31,38,104,221,173","31,213,193,104,221",True,True,True,0.517,0.517,0.5142,0.5115999999999999,5,5,0,0,0.49277462228501445,0.5800615447498526
0.9,855,Fault detection,"98,209,42,41,44","98,209,42,44,34",True,True,True,0.501,0.501,0.5002,0.5002,5,5,0,0,0.4307435254803676,0.4510146578567632
0.9,856,Remaining useful life estimation,"127,69,35,37,36","127,69,30,120,37",True,True,True,0.598,0.598,0.5962,0.5962,5,5,0,0,0.3460540313231651,0.35434103726786653
0.9,857,Health assessment,"7,177,73,213,31","7,73,239,104,213",True,True,True,0.529,0.529,0.5212,0.517,4,5,1,0,0.4838893726925145,0.5762843677610032
0.9,858,Remaining useful life estimation,"234,232,233,15,14","234,122,249,128,16",True,True,True,0.775,0.775,0.775,0.775,4,5,1,0,0.3189603238866397,0.5494555202976256
0.9,859,Health assessment,"188,31,38,104,2","188,104,227,38,193",True,True,True,0.534,0.534,0.5184,0.516,5,5,0,0,0.5176489761461331,0.595452773396739
0.9,860,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,861,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,862,Fault detection,"72,195,166,167,98","72,166,230,33,98",True,True,True,0.507,0.507,0.5064,0.5054000000000001,4,5,1,0,0.41144512893582535,0.43055849949508485
0.9,863,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5621461887290472,0.5927769588210243
0.9,864,Fault detection,"209,211,191,42,41","209,33,211,34,44",True,True,True,0.519,0.519,0.517,0.516,5,5,0,0,0.5749542767174346,0.5761606060606062
0.9,865,Health assessment,"73,188,227,173,7","73,7,239,104,227",True,True,True,0.504,0.504,0.5028,0.502,5,5,0,0,0.5348232160732161,0.5960911680911681
0.9,866,Fault detection,"42,41,44,43,46","42,195,230,34,44",True,True,True,0.591,0.591,0.591,0.591,5,5,0,0,0.2967919799498747,0.4939304471979458
0.9,867,Fault detection,"209,211,191,230,166","209,166,211,215,72",True,True,True,0.513,0.513,0.5126000000000001,0.5117999999999999,5,5,0,0,0.5454096459096459,0.6018443094845534
0.9,868,Fault identification,"210,201,202,203,48","210,48,247,212,243",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.5280894698410694,0.6597099496709253
0.9,869,Health assessment,"173,213,188,31,38","173,213,38,104,188",True,True,True,0.534,0.534,0.5172000000000001,0.5172000000000001,5,5,0,0,0.5634360876789404,0.5969830359517758
0.9,870,Health assessment,"227,31,38,104,173","227,213,104,38,193",True,True,True,0.522,0.522,0.5164000000000001,0.5124000000000001,5,5,0,0,0.4891651566518588,0.6064585836425186
0.9,871,One step future state forecast,"106,10,131,132,135","106,132,135,10,134",True,True,True,0.502,0.502,0.5004,0.5004,5,5,0,0,0.3490736383442266,0.3655148148148148
0.9,872,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,873,Fault detection,"72,195,200,209,211","72,166,211,230,209",True,True,True,0.595,0.595,0.5898,0.5858,5,5,0,0,0.3419559401080019,0.5751448409314264
0.9,874,One step future state forecast,"131,132,135,133,134","131,135,132,133,134",True,False,True,0.614,0.614,0.614,0.614,5,5,0,0,0.24191316526610646,0.24191316526610648
0.9,875,Remaining useful life estimation,"256,107,197,204,108","256,197,222,184,54",True,True,True,0.512,0.512,0.5076,0.506,4,5,1,0,0.4551328028293546,0.593336516357206
0.9,876,Health assessment,"31,38,104,188,221","31,213,193,104,221",True,True,True,0.513,0.513,0.5124000000000001,0.5104,5,5,0,0,0.47614698474062,0.5800615447498526
0.9,877,Fault detection,"200,209,211,191,195","200,215,44,218,211",True,True,True,0.51,0.51,0.5088,0.5058,5,5,0,0,0.29344342484548663,0.620418674892359
0.9,878,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,879,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,880,Health assessment,"31,38,104,213,173","31,213,104,193,173",True,True,True,0.524,0.524,0.5208,0.5172,5,5,0,0,0.5647640266911683,0.6149870205797826
0.9,881,Health assessment,"73,213,227,31,38","73,213,227,104,7",True,True,True,0.6,0.6,0.594,0.5932,5,5,0,0,0.5023938218969529,0.5790900231647896
0.9,882,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
0.9,883,Fault detection,"72,20,230,175,42","72,44,230,47,41",True,True,True,0.511,0.511,0.5098,0.5096,5,5,0,0,0.3800882659274828,0.44494248755095994
0.9,884,Health assessment,"7,177,239,153,154","7,227,104,193,221",True,True,True,0.518,0.518,0.5138,0.5098,3,5,1,0,0.4840849673202615,0.6004300869695607
0.9,885,Fault identification,"255,203,216,189,201","255,216,247,176,210",True,True,True,0.632,0.632,0.5933999999999999,0.5924,5,5,0,0,0.6142036535997253,0.680450584479273
0.9,886,Fault detection,"19,215,209,211,191","19,211,44,215,34",True,True,True,0.515,0.515,0.5109999999999999,0.5102,5,5,0,0,0.5412725885225884,0.5885077422577422
0.9,887,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
0.9,888,Fault detection,"166,167,218,42,41","166,218,34,33,44",True,True,True,0.512,0.512,0.5102,0.5094000000000001,4,5,1,0,0.4402662250030671,0.5201726273726275
0.9,889,Fault detection,"245,230,195,218,215","245,195,41,218,34",True,True,True,0.521,0.521,0.516,0.5138,5,5,0,0,0.4538973981345116,0.5604713911518036
0.9,890,Fault detection,"42,41,44,43,46","42,72,230,44,34",True,True,True,0.521,0.521,0.521,0.5182,5,5,0,0,0.2967919799498747,0.461936769264112
0.9,891,Remaining useful life estimation,"75,74,76,157,158","75,157,74,76,184",True,True,True,0.637,0.637,0.6334000000000001,0.6278,4,5,1,0,0.3313601953601954,0.430532568880395
0.9,892,Fault detection,"98,175,195,215,20","98,211,215,195,209",True,True,True,0.531,0.531,0.5208000000000002,0.5189999999999999,5,5,0,0,0.4207314930201528,0.5440589227496444
0.9,893,Fault feature extraction,"70,235,32,253,229","70,190,229,198,235",True,True,True,0.524,0.524,0.5112000000000001,0.5104000000000001,5,5,0,0,0.4709284610971358,0.605755152478044
0.9,894,Fault identification,"216,203,189,243,244","216,203,247,13,243",True,True,True,0.523,0.523,0.5194,0.5158,4,5,1,0,0.5157477192618701,0.6669767376229642
0.9,895,Fault detection,"175,218,245,42,41","175,218,29,245,43",True,True,True,0.535,0.535,0.5151999999999999,0.5151999999999999,5,5,0,0,0.541023616734143,0.5650641025641026
0.9,896,Fault detection,"20,42,41,44,43","20,44,215,34,33",True,True,True,0.522,0.522,0.5164000000000001,0.516,5,5,0,0,0.3828822055137845,0.49213228438228435
0.9,897,Health assessment,"31,38,104,221,213","31,104,38,188,239",True,True,True,0.574,0.574,0.5516,0.5496000000000001,5,5,0,0,0.5106008661321741,0.574242998517118
0.9,898,Fault detection,"42,41,44,43,46","42,200,19,34,44",True,True,True,0.595,0.595,0.595,0.5942000000000001,5,5,0,0,0.2967919799498747,0.48870972886762354
0.9,899,Health assessment,"31,38,104,173,2","31,104,193,188,173",True,True,True,0.595,0.595,0.5946,0.5923999999999999,5,5,0,0,0.4775924031642117,0.5932709688879901
0.9,900,Fault detection,"195,72,215,230,218","195,44,218,215,34",True,True,True,0.515,0.515,0.5072,0.5065999999999999,5,5,0,0,0.506456050863896,0.6056366073788755
0.9,901,Remaining useful life estimation,"263,262,207,208,256","263,22,262,256,75",True,True,True,0.594,0.594,0.5566000000000001,0.553,4,4,1,1,0.3447572480441786,0.4873076923076923
0.9,902,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5621461887290472,0.5927769588210243
0.9,903,Fault detection,"42,41,44,43,46","42,209,215,34,44",True,True,True,0.524,0.524,0.524,0.5208,5,5,0,0,0.2967919799498747,0.5499869209737632
0.9,904,Fault identification,"203,189,252,210,48","203,50,189,210,216",True,True,True,0.604,0.604,0.5978,0.5974,5,5,0,0,0.5514694271520778,0.5944038661603209
0.9,905,Fault detection,"72,175,19,195,245","72,218,44,230,42",True,True,True,0.515,0.515,0.5086,0.5039999999999999,5,5,0,0,0.30060714285714285,0.5723425355132672
0.9,906,Health assessment,"31,38,239,213,221","31,213,239,221,104",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.5621461887290472,0.5927769588210243
0.9,907,Fault detection,"19,175,20,166,167","19,166,175,33,34",True,True,True,0.626,0.626,0.603,0.6014,3,5,1,0,0.36937978687978684,0.4317686813186813
0.9,908,Fault detection,"166,167,195,215,72","166,195,215,218,20",True,True,True,0.517,0.517,0.5147999999999999,0.5118,4,5,1,0,0.5138804195134343,0.579756756702633
0.9,909,Fault detection,"19,166,167,98,245","19,166,218,215,98",True,True,True,0.605,0.605,0.6012000000000001,0.5972000000000001,4,5,1,0,0.38393783993783986,0.5243859751359752
0.9,910,Remaining useful life estimation,"51,53,52,55,54","51,207,204,36,55",True,True,True,0.577,0.577,0.577,0.577,4,5,1,0,0.28709160571229536,0.541168684973563
0.9,911,Health assessment,"73,221,31,38,104","73,193,104,7,227",True,True,True,0.517,0.517,0.5115999999999999,0.5086,5,5,0,0,0.41062228902792003,0.5934131054131054
0.9,912,Health assessment,"239,153,154,193,221","239,104,7,31,153",True,True,True,0.517,0.517,0.5156000000000001,0.512,4,5,1,0,0.43527210182318543,0.5888744834176625
0.9,913,Fault feature extraction,"32,253,198,17,229","32,198,253,229,190",True,True,True,0.564,0.564,0.5452,0.5429999999999999,5,5,0,0,0.5450682168073472,0.6079609279609279
0.9,914,Remaining useful life estimation,"121,97,223,170,51","121,223,208,59,52",True,True,True,0.502,0.502,0.5008,0.5006,5,5,0,0,0.4665002849002849,0.5757839194017943
0.9,915,Fault detection,"200,42,41,44,43","200,44,34,33,41",True,True,True,0.512,0.512,0.5095999999999999,0.5095999999999999,5,5,0,0,0.44875939849624064,0.4612727272727272
0.9,916,Health assessment,"188,2,73,213,221","188,227,104,2,239",True,True,True,0.63,0.63,0.6033999999999999,0.6003999999999999,5,5,0,0,0.3485467032967033,0.5774907434907435
0.9,917,Fault detection,"218,20,72,42,41","218,72,44,47,41",True,True,True,0.521,0.521,0.515,0.5144,5,5,0,0,0.5467883847360742,0.5384021122223946
0.9,918,Fault detection,"72,20,19,195,209","72,166,211,230,209",True,True,True,0.515,0.515,0.5094,0.5074,4,5,1,0,0.26682142857142854,0.5751448409314264
0.9,919,Remaining useful life estimation,"35,37,36,28,30","35,36,115,37,30",True,True,True,0.574,0.574,0.574,0.574,4,5,1,0,0.2680996168582376,0.29012887495646117
0.9,920,Health assessment,"227,31,38,221,104","227,213,221,104,193",True,True,True,0.513,0.513,0.5098,0.5086,5,5,0,0,0.4869005234140433,0.603223926999382
0.9,921,Fault feature extraction,"32,253,198,229,17","32,190,198,229,235",True,True,True,0.595,0.595,0.5898,0.5864,5,5,0,0,0.5450682168073472,0.5967863247863249
0.9,922,Fault detection,"42,41,44,43,46","42,34,20,44,166",True,True,True,0.624,0.624,0.624,0.6216,5,5,0,0,0.2967919799498747,0.44143540669856457
0.9,923,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.707,0.707,0.707,0.707,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,924,Health assessment,"239,153,154,193,221","239,153,193,154,104",True,True,True,0.659,0.659,0.6334000000000001,0.6300000000000001,4,4,1,1,0.43527210182318543,0.4970165912518853
0.9,925,Fault feature extraction,"18,17,231,70,32","18,229,70,190,235",True,True,True,0.514,0.514,0.511,0.5098,4,5,1,0,0.41892025243832476,0.599411467177837
0.9,926,Remaining useful life estimation,"169,234,232,233,15","169,251,122,242,249",True,True,True,0.53,0.53,0.5244000000000001,0.5244000000000001,5,5,0,0,0.3889430990062569,0.5823374814573119
0.9,927,Fault detection,"230,19,72,195,166","230,166,72,47,44",True,True,True,0.598,0.598,0.5952,0.592,5,5,0,0,0.43938534613069435,0.44415048537256496
0.9,928,Fault identification,"255,203,216,189,243","255,216,13,176,201",True,True,True,0.527,0.527,0.5098,0.5077999999999999,5,5,0,0,0.5677211185813877,0.6317278868672312
0.9,929,Remaining useful life estimation,"121,204,8,178,237","121,223,149,184,237",True,True,True,0.612,0.612,0.6013999999999999,0.5986,4,5,1,0,0.462007501418769,0.5620108934543717
0.9,930,Remaining useful life estimation,"107,223,170,51,53","107,223,52,208,59",True,True,True,0.502,0.502,0.5006,0.5006,5,5,0,0,0.4526119765292179,0.5651198978210588
0.9,931,Fault detection,"195,72,166,167,20","195,44,20,34,230",True,True,True,0.559,0.559,0.5168000000000001,0.5154000000000001,4,5,1,0,0.44111792835862484,0.47140787391302846
0.9,932,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.524,0.524,0.524,0.524,5,5,0,0,0.2967919799498747,0.352885623148781
0.9,933,Fault detection,"200,166,167,98,230","200,166,230,34,33",True,True,True,0.512,0.512,0.5068,0.506,4,5,1,0,0.4395239643397538,0.4826223162802109
0.9,934,Fault identification,"252,243,244,216,201","252,13,216,212,243",True,True,True,0.605,0.605,0.6003999999999999,0.5965999999999999,4,5,1,0,0.46423330206378993,0.5945132151046786
0.9,935,Fault detection,"209,42,41,44,43","209,33,34,44,41",True,True,True,0.577,0.577,0.577,0.577,5,5,0,0,0.4394110275689223,0.4859203463203463
0.9,936,Fault detection,"72,19,20,166,167","72,166,215,211,209",True,True,True,0.609,0.609,0.599,0.5908,3,5,1,0,0.37213150670467743,0.6018443094845534
0.9,937,Health assessment,"213,7,177,2,31","213,173,38,104,7",True,True,True,0.567,0.567,0.5272,0.526,4,5,1,0,0.5187829897137911,0.5947006538567126
0.9,938,Health assessment,"31,38,104,221,73","31,104,38,221,7",True,True,True,0.662,0.662,0.6512,0.6436000000000001,5,5,0,0,0.41062228902792003,0.5117577985144933
0.9,939,Health assessment,"221,188,31,38,104","221,239,104,31,7",True,True,True,0.525,0.525,0.516,0.5124000000000001,5,5,0,0,0.4761469847406201,0.5903500277562428
0.9,940,Fault feature extraction,"190,18,70,17,235","190,70,18,229,235",True,True,True,0.518,0.518,0.5115999999999999,0.51,4,5,1,0,0.4979844845219388,0.599411467177837
0.9,941,Remaining useful life estimation,"170,51,53,52,55","170,208,204,55,54",True,True,True,0.5,0.5,0.5,0.5,4,5,1,0,0.3134626262626262,0.5530436803852549
0.9,942,Remaining useful life estimation,"75,74,76,222,184","75,74,76,184,222",True,False,True,0.677,0.677,0.6622000000000001,0.6622000000000001,5,5,0,0,0.3953744922410589,0.3953744922410589
0.9,943,Health assessment,"7,177,213,2,239","7,2,104,239,213",True,True,True,0.518,0.518,0.5154,0.5126000000000001,4,5,1,0,0.5190666187395159,0.6022501797268152
0.9,944,Fault detection,"42,41,44,43,46","42,34,44,41,29",True,True,True,0.546,0.546,0.546,0.546,5,5,0,0,0.2967919799498747,0.352885623148781
0.9,945,Fault identification,"196,255,201,202,176","196,201,247,210,216",True,True,True,0.524,0.524,0.5162000000000001,0.5136,5,5,0,0,0.5053820959273561,0.7000237077737077
0.9,946,Remaining useful life estimation,"147,148,149,207,208","147,181,208,233,149",True,True,True,0.533,0.533,0.5306000000000001,0.526,5,5,0,0,0.43308690161495733,0.5810827657204578
0.9,947,Health assessment,"31,38,104,188,221","31,213,221,104,239",True,True,True,0.6,0.6,0.6,0.5942000000000001,5,5,0,0,0.47614698474062,0.5927769588210243
0.9,948,Remaining useful life estimation,"92,127,226,69,222","92,226,69,127,222",True,False,True,0.54,0.54,0.5216000000000001,0.5216000000000001,5,5,0,0,0.4760105016707204,0.4760105016707203
0.9,949,Health assessment,"31,38,104,221,213","31,104,38,7,239",True,True,True,0.664,0.664,0.6042,0.6012000000000001,5,5,0,0,0.5106008661321741,0.5711250835622625
