query_index,facts_file,case_count,additional_cases_not_used,triples_after_cleanup,rdfstar_reification_blocks_removed,explicit_task_evidence,Reference,informative__Reference,Publication Year,informative__Publication Year,Task,informative__Task,Case study,informative__Case study,Case study type,informative__Case study type,Input for the model,informative__Input for the model,Number of input variables,informative__Number of input variables,Input type,informative__Input type,Data Pre-processing,informative__Data Pre-processing,Model Approach,informative__Model Approach,Model Type,informative__Model Type,Models,informative__Models,Online/Off-line,informative__Online/Off-line,Number of failure modes,informative__Number of failure modes,Performance indicator,informative__Performance indicator,Performance,informative__Performance,Complementary notes,informative__Complementary notes,Study title,informative__Study title,Publication identifier,informative__Publication identifier
1675,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_e328568eaa47.ttl,2,1,208,193,True,1,True,2025,True,Health assessment,True,battery,True,Maintainable item,False,Not reported,False,3,True,"available memory, battery degradation, transmission bandwidth",True,yes,True,Single model,True,"Algorithm, predictive maintenance module function, Health assessment, Remaining useful life estimation, Predictive maintenance system module, Model type, Information Processing Artifact, Predictive Maintenance Article, CreativeWork, Future state forecast",True,LSTM,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: State of health, computational complexity, limited number of initial aging cycles used for training, battery degradation",True,Early-Stage State-of-Health Prediction of Lithium Batteries for Wireless Sensor Networks Using LSTM and a Single Exponential Degradation Model,True,urn:ontocast:facts:Factsarticle1_83,False
1676,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_e49a2d6392c9.ttl,2,1,193,178,True,1,True,2025,True,Fault detection,True,Factory machine,True,Maintainable item,False,Not reported,False,3,True,"Acoustic signal, Temperature signal, raw sensor input",True,yes,True,Single model,True,"Predictive maintenance system module, Algorithm, Predictive Maintenance Article, classification",True,Classification,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: FactsfederatedLearningDesign,True,FactsarticleFederatedLearning,False,urn:ontocast:facts:FactsarticleFederatedLearning,False
1677,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_e64107019048.ttl,2,1,149,132,True,1,True,2021,False,Fault feature extraction,True,bearing,True,Maintainable item,False,Not reported,False,1,True,FactspsdDifference,False,yes,True,Multi model,True,"ScholarlyArticle, Predictive Maintenance Article, Predictive maintenance system module",True,"Transfer learning for bearing remaining useful life prediction, RUL prediction main model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: remaining useful life; Design details: FactsantiSelfHealingHealthIndicator,True,Transfer learning for bearing remaining useful life prediction,True,urn:ontocast:facts:Factsarticle_1_18,False
1678,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_e6b4890e4fde.ttl,1,0,217,202,True,1,True,2021,False,Fault detection,True,engine,True,Maintainable item,False,Not reported,False,2,True,engine vibration signal,True,no,False,Single model,True,Not reported,False,autoregressive model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: Wireless communication, autoregressive model, aero-engine, health management, operating condition, monitoring",True,Factsarticle1_95,False,urn:ontocast:facts:Factsarticle1_95,False
1679,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_e6c9e8b98f0d.ttl,1,0,191,174,True,1,True,2025,True,Health assessment,True,CNCMT,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Multi model,True,Not reported,False,"Digital Twin, industrial turbine condition monitoring model, virtual model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: digital twin,True,This paper,True,https://doi.org/10.3390/machines13060464,True
1680,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_e73fdabd018a.ttl,2,1,196,180,True,1,True,2025,True,Fault detection,True,air compressor,True,Maintainable item,False,Not reported,False,1,True,sensor information,True,no,False,Multi model,True,"ScholarlyArticle, Predictive Maintenance Article",True,"Factsarticle_89, decision tree, logistic regression",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: Industrial Equipment,True,Factsarticle_89,False,urn:ontocast:facts:Factsarticle_89,False
1681,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_e81b7efab900.ttl,1,0,220,203,True,1,True,2025,True,Remaining useful life estimation,True,cutting tool,True,Maintainable item,False,Not reported,False,10,True,"batch size, cutting force data, cutting force, environmental vibrations, power signal, temperature, tool wear state, time-series data, vibration signal, workpiece materials",True,yes,True,Single model,True,"ScholarlyArticle, Predictive Maintenance Article, Predictive maintenance system module, clustering, regression",True,regression,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: Autoencoder; Design details: tool,True,regression,True,urn:ontocast:facts:Predictive_maintenance_model,False
1682,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_e8454d13af94.ttl,2,1,250,233,True,1,True,2025,True,Remaining useful life estimation,True,battery B7,True,Maintainable item,False,Not reported,False,8,True,"aging-stage-based input features, capacity, current, health indicators, principal component analysis feature dimensionality reduction, resistance, temperature, voltage",True,yes,True,Multi model,True,"Algorithm, Predictive maintenance system module",True,"Factsarticle_1_10, CNN",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: adaptive LSTM; Design details: late battery aging stage, prediction horizon",True,FactsarticleRulPredictionLiIonBatteries,False,urn:ontocast:facts:FactsarticleRulPredictionLiIonBatteries,False
1683,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_e869c68d4742.ttl,2,1,191,176,True,1,True,2025,True,Health assessment,True,asset condition,True,Maintainable item,False,Not reported,False,10,True,"degradation patterns, dissolved gas analysis, environmental factors, fault history, load, operational conditions, reliability indicators, temperature, usage intensity, usage patterns",True,yes,True,Single model,True,"Predictive maintenance system module, Health assessment, ScholarlyArticle, Predictive Maintenance Article, Action",True,health assessment,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: asset condition,True,FactsarticleAhiDigitalTwins,False,urn:ontocast:facts:FactsarticleAhiDigitalTwins,False
1684,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_eb8d7e0a7afe.ttl,1,0,180,164,True,1,True,2021,False,Fault detection,True,PMSG,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Multi model,True,"ScholarlyArticle, Predictive Maintenance Article",True,"Factsarticle1_117, Distributed parameter identification framework study",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Distributed parameter identification framework study,True,urn:ontocast:facts:Factsstudy_19,False
1685,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ec7d4004949a.ttl,1,0,261,246,True,1,True,2021,False,Fault detection,True,electric motor,True,Maintainable item,False,Not reported,False,1,True,temperature,True,yes,True,Multi model,True,Not reported,False,"digital twin, Multiphysics digital twin of a high-voltage electric vehicle motor",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: Automotive; Design details: continuous communication, real-time execution, Low-power onboard microprocessor implementation",True,Factsarticle1_114,False,urn:ontocast:facts:Factsarticle1_114,False
1686,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ed34cd5a39f8.ttl,1,0,170,154,True,1,True,2025,True,Remaining useful life estimation,True,FactscriticalComponent,False,Maintainable item,False,Not reported,False,1,True,FactsiotData,False,no,False,Multi model,True,"ScholarlyArticle, Predictive Maintenance Article, predictive maintenance module function",True,"Human-Centric IoT-Driven Digital Twins in Predictive Maintenance for Optimizing Industry 5.0, Human-centric IoT-driven digital twins predictive maintenance model, predictive maintenance",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: Predictive maintenance,True,Human-Centric IoT-Driven Digital Twins in Predictive Maintenance for Optimizing Industry 5.0,True,urn:ontocast:facts:FactsmainArticle,False
1687,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_edd26611cd3c.ttl,1,0,173,158,True,1,True,2025,True,Fault detection,True,three-phase synchronous motor,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: industrial applications; Design details: adaptive adjustment of system parameters, FactsartificialIntelligenceDetail1, real-time operation",True,Factsarticle1_107,False,urn:ontocast:facts:Factsarticle1_107,False
1688,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_edeecf941976.ttl,2,1,265,250,True,1,True,2025,True,Health assessment,True,engine oil,True,Maintainable item,False,Not reported,False,8,True,"conductance (G), impedance (|Z|), infrared spectroscopy data, measurement frequency, parallel equivalent capacitance (Cp), phase shift angle (Î¸), viscosity",True,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: engine oil; electrical properties; viscosity; infrared spectroscopy; condition monitoring; novel sensors; real-time diagnostics,True,FactsarticleElectricalPropertiesEngineOils,False,urn:ontocast:facts:FactsarticleElectricalPropertiesEngineOils,False
1689,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ef3405981275.ttl,1,0,128,113,True,1,True,2021,False,Health assessment,True,ship structure,True,Maintainable item,False,FactsimageSegmentation,False,0,False,Not reported,False,no,False,Single model,True,"ship structure, Predictive Maintenance Article, Fault detection, Predictive maintenance system module, Action, classification",True,HRTC R-CNN,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Instruments: FactsimageSegmentation, FactsedgeDetection, Factsclustering_2",True,HRTC R-CNN,True,urn:ontocast:facts:FactsnoiseReduction_2,False
1690,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ef65454c5275.ttl,2,1,159,142,True,1,True,2025,True,Fault detection,True,FactssolarPanel,False,Maintainable item,False,Not reported,False,3,True,"sensor data, Factstemperature, vibration measurements",True,yes,True,Multi model,True,"Predictive maintenance system module, classification, Fault detection, Predictive Maintenance Article, predictive maintenance module function",True,"multi-head self-attention mechanism, Naive Bayes",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: Factsoversampling, FactsthresholdBasedVotingEnsemble",True,Factsarticle1,False,urn:ontocast:facts:Factsarticle1,False
1691,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f0f7494f9635.ttl,1,0,131,115,True,1,True,2025,True,Health assessment,True,manufacturing equipment,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,"Algorithm, ScholarlyArticle, Predictive Maintenance Article",True,PdM algorithms,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: industry 4.0 manufacturing,True,PdM algorithms,True,urn:ontocast:facts:Predictive_maintenance_model,False
1692,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f1cd5e21d9f6.ttl,1,0,236,223,True,1,True,2025,True,One step future state forecast,True,brass pins,True,Maintainable item,False,Not reported,False,3,True,"COF, surface roughness, wear depth",True,yes,True,Multi model,True,"ScholarlyArticle, Predictive maintenance system module, Predictive Maintenance Article",True,"deep neural network model, DNN predictive model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: friction; Design details: FactsintegratedTribologicalFramework,True,DNN predictive model,True,urn:ontocast:facts:Predictive_maintenance_model,False
1693,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f23072a127c9.ttl,1,0,200,185,True,1,True,2025,True,Remaining useful life estimation,True,bottleneck machine,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: Success factors,True,maintenance strategies,True,urn:ontocast:facts:Factspdm,False
1694,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f30a3dd8f4ed.ttl,3,2,288,273,True,1,True,2021,False,One step future state forecast,True,all-fiber microcavity pressure sensor,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: all-ceramic; Design details: high-temperature oxidation of metal film,True,FactsarticleAllCeramicFiberFabryPerot,False,urn:ontocast:facts:FactsarticleAllCeramicFiberFabryPerot,False
1695,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f3e14d37e65c.ttl,1,0,151,140,True,1,True,2025,True,Fault detection,True,Component X,True,Maintainable item,False,Not reported,False,2,True,"features extracted via sliding window and time-series processing, load",True,no,False,Single model,True,"Predictive Maintenance Article, ScholarlyArticle, Algorithm, Predictive maintenance system module",True,XGBoost,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: predictive maintenance; machine learning; class imbalance; cost-sensitive evaluation; ensemble learning; SCANIA Component X; classification,True,XGBoost,True,urn:ontocast:facts:Factsarticle_49,False
1696,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f3e1ac0209d9.ttl,1,0,157,140,True,1,True,2025,True,Remaining useful life estimation,True,aero-engine,True,Maintainable item,False,Not reported,False,1,True,Bearing vibration signals,True,yes,True,Multi model,True,Predictive maintenance system module,True,"MDFA model, MDFA network",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: convolution kernel size, Two fully connected layers, Global average pooling, three parallel convolutional branches, dilation rate 1, Sigmoid attention normalization",True,FactsarticleRulAeroEngines,False,urn:ontocast:facts:FactsarticleRulAeroEngines,False
1697,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f3f5d5dc739f.ttl,1,0,257,241,True,1,True,2021,False,Fault detection,True,Rolling element bearing,True,Maintainable item,False,Not reported,False,10,True,"addendum, backlash, multi-dimensional feature vector, Factsfrequency5120, internal radial clearance, kernel function parameters, Kolmogorov entropy, penalty factors, tooth profile modification, vibration signal",True,yes,True,Multi model,True,"Fault detection, classification, Fault identification, predictive maintenance module function, ScholarlyArticle",True,"Diffusion Transformation Model Bearing, CBAR model, fine-grained, multi-scale Kolmogorov entropy and whale-optimized multi-class support vector machine, Factsarticle1_43, 1D-CNN, Residual Network",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsrf1,True,Untitled extracted case,False,urn:ontocast:facts:unknown,False
1698,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f552323a9b17.ttl,1,0,165,147,True,1,True,2025,True,Remaining useful life estimation,True,lithium-ion battery,True,Maintainable item,False,Not reported,False,3,True,"battery current, predicted remaining capacity, time-domain features",True,yes,True,Single model,True,Predictive maintenance system module,True,multi-cycle time series model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: 2D time block,True,Factsarticle_1_28,False,urn:ontocast:facts:Factsarticle_1_28,False
1699,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f6f0120980fc.ttl,1,0,187,171,True,1,True,2025,True,Remaining useful life estimation,True,engine,True,Maintainable item,False,Not reported,False,7,True,"Learning rate, Number of graph convolution layers, Number of hidden units in each layer, Pressure sensor, Rotational speed sensor, Temperature sensor, C-MAPSS dataset",True,no,False,Multi model,True,"ScholarlyArticle, Predictive Maintenance Article",True,"Graph convolutional network model, Factsarticle_98, IMTSO-GCN",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Factsarticle_98,False,urn:ontocast:facts:Factsarticle_98,False
1700,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f73d5f570338.ttl,2,1,174,159,True,1,True,2021,False,Fault detection,True,IGBT,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: IGBT; PHM; failure prediction; Performer; KAN,True,FactsarticlePerformerKanIgbt,False,urn:ontocast:facts:FactsarticlePerformerKanIgbt,False
1701,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f84b7a600d17.ttl,1,0,186,171,True,1,True,2025,True,Health assessment,True,DC circuit breaker,True,Maintainable item,False,Not reported,False,5,True,"arc length, terminal current, terminal voltage, arc thermal resistance, voltage drops at the arc roots",True,no,False,Single model,True,Not reported,False,DC arc model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Factsarticle_3161,False,urn:ontocast:facts:Factsarticle_3161,False
1702,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f8f1d60c5f9c.ttl,1,0,190,174,False,1,True,2025,True,One step future state forecast,False,gear transmission,True,Maintainable item,False,Not reported,False,9,True,"axial modification, deformations, friction torque, hardness, lubricated surface, normal force, oil acidity, wear intensity, wear volume",True,no,False,Multi model,True,"ScholarlyArticle, Predictive Maintenance Article",True,"Factsarticle_60, wear prediction model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Factsarticle_60,False,urn:ontocast:facts:Factsarticle_60,False
1703,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_f9e0c3b7e92e.ttl,2,1,299,283,True,1,True,2021,False,Fault detection,True,main bearing,True,Maintainable item,False,Not reported,False,2,True,"infrared thermographic temperature data, FactsthermographyFeatures",True,yes,True,Single model,True,"Predictive maintenance system module, predictive maintenance module function",True,early warning,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: image acquisition frequency, FactsdeepLearningDetail",True,Factsarticle1_19,False,urn:ontocast:facts:Factsarticle1_19,False
1704,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_fa331d96dfd0.ttl,2,1,228,211,True,1,True,2025,True,Fault detection,True,gear,True,Maintainable item,False,Not reported,False,3,True,"rotational angle measurement, FactsspeedData, transmission error",True,no,False,Multi model,True,"Predictive Maintenance Article, ScholarlyArticle",True,"Factsarticle_1_12, FactsrandomForestClassifierModel",False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: condition monitoring; gearbox; rotational angle measurement; encoder; damage detection,True,Factsarticle_1_12,False,urn:ontocast:facts:Factsarticle_1_12,False
1705,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_fae7e975c642.ttl,1,0,145,129,True,1,True,2021,False,Fault detection,True,gas pipeline,True,Maintainable item,False,Not reported,False,4,True,"historical data, live sensor information, pressure, real-time monitoring through IoT integration",True,yes,True,Multi model,True,"Fault detection, classification, deviation detection, predictive maintenance module function, Predictive maintenance system module",True,"Factsarticle_9, leak detection, smart gas pipeline management system",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: leak detection, Fast Fourier Transform feature extraction, FactssensorMonitoring, Z-score normalization",True,Untitled extracted case,False,urn:ontocast:facts:unknown,False
1706,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_fafefeeb3d55.ttl,1,0,189,172,True,1,True,2021,False,Fault detection,True,battery degradation system,True,Maintainable item,False,Not reported,False,6,True,"Coupling disturbance, Crack growth, Functional configuration, Health state, Latent coupling, Task load",True,yes,True,Multi model,True,"Health assessment, Predictive maintenance system module",True,"discrete-time state-space model with explicit coupling disturbance terms, health state estimation method, Coupling-aware predictive maintenance model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: health monitoring; Design details: coupling-induced latent disturbance, coupling-induced interference, Factscoupling_aware_design_1, FRAM-based structural modeling of coupling units and dependencies, function-performance coupling",True,Factsarticle_5,False,urn:ontocast:facts:Factsarticle_5,False
1707,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_fb9f85d44b7e.ttl,5,4,190,175,True,1,True,2021,False,Remaining useful life estimation,True,bearings,True,Maintainable item,False,Not reported,False,7,True,"biomarker levels, CD4-lymphocyte count, degradation signal, longitudinal measurement, operating state, prostate specific antigen level, time-to-event data",True,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: wear of ball bearing, change points, environmental stress, fatigue-crack-growth degradation, measurement errors",True,FactsarticleJointModelingRul,False,urn:ontocast:facts:FactsarticleJointModelingRul,False
1708,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_fbe7da367282.ttl,2,1,268,252,True,1,True,2021,False,Fault detection,True,service-intensive building,True,Maintainable item,False,Not reported,False,20,True,"asset history and inventory specifications, BMS telemetry, damage index, environment indicators, reference evapotranspiration, flood depth, flow, inundation duration, maintenance and work-order logs, local meteorology, occupancy and usage proxies, pressure, remote sensing, salinity, service loss fraction, setpoint, slope stability factor of safety, temperature, Usage indicators, valve position",True,yes,True,Multi model,True,"ScholarlyArticle, Predictive Maintenance Article, Predictive maintenance system module, Model type",True,"Comparative analysis of predictive-model families for multi-step lead times, Multi-failure-risk early warning framework, GRU, Hybrid mechanistic-ML, building predictive maintenance model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: cross-site operational validation, Tolerant to sparse sensing and integrates process knowledge, stakeholder alignment, transparent and reproducible procedure, Indicator taxonomy, measurement and model uncertainty propagation",True,Guidance on predictive maintenance early-warning indicators for service-intensive buildings,True,urn:ontocast:facts:Factsarticle1_45,False
1709,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_fccaa8ddd01d.ttl,1,0,169,154,True,1,True,2025,True,Fault detection,True,rolling element bearing,True,Maintainable item,False,Not reported,False,3,True,"FactsTransferableFeatures, time-domain signal, vibration signatures",True,no,False,Multi model,True,Not reported,False,"FactsDeepTransferLearning, Wide Deep Convolutional Neural Network, enhanced envelope technique and transfer learning diagnostic model, simple convolutional neural network",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: condition monitoring; intelligent fault diagnosis; rolling element bearings; convolutional neural network; transfer learning; vibration analysis,True,Factsarticle1_63,False,urn:ontocast:facts:Factsarticle1_63,False
1710,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_fd1ae1edef08.ttl,1,0,176,159,True,1,True,2025,True,Fault detection,True,rotating machinery,True,Maintainable item,False,Not reported,False,2,True,"estimation error, acquired vibration data",True,yes,True,Single model,True,"ScholarlyArticle, Fault detection, Fault identification, Algorithm, Fault feature extraction, Predictive Maintenance Article, Predictive maintenance system module, classification",True,NARX model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: Deep learning; Design details: imbalance fault,True,NARX model,True,urn:ontocast:facts:Predictive_maintenance_model,False
1711,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_fd4fd24fd715.ttl,2,1,276,260,True,1,True,2025,True,Fault detection,True,bucket elevator,True,Maintainable item,False,Not reported,False,6,True,"belt velocity, bucket size, feed input rate, kurtosis, bulk-cargo flow rate, characteristics of transported material",True,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: bucket elevator,True,Factsarticle1_40,False,urn:ontocast:facts:Factsarticle1_40,False
1712,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_fd8c2fc0deba.ttl,1,0,205,191,True,1,True,2025,True,Fault detection,True,UAV engine,True,Maintainable item,False,Not reported,False,6,True,"aviation data, pressure measurement, robotic systems telemetries, sensor data, temperature measurement, vibration measurement",True,yes,True,Single model,True,Predictive maintenance system module,True,LSTM network,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: NASA turbofan engine; remaining useful life; deep learning; machine learning; data segmentation; data preprocessing; predictive maintenance; Field Programmable Gate Array; Singular Value Decomposition; Design details: lower dimensionality, specified failure cycle threshold, low latency, noise elimination, parallel processing, custom pipelined AXI-based FPGA hardware architecture, power-efficient computation, real-time inference, FactssvdCompression1",True,Factsarticle1_6,False,urn:ontocast:facts:Factsarticle1_6,False
1713,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ff29a0eff0a3.ttl,2,1,271,262,True,1,True,2025,True,Fault detection,True,Francis turbine,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Monitoring crucial elements and drainage-hole water ingress,True,paper by Yasuda and Watanabe,True,urn:ontocast:facts:FactsFrancisTurbineFailuresPaper,False
1714,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ff8c1f54a541.ttl,1,0,129,112,True,1,True,2025,True,Remaining useful life estimation,True,FactselectricMotor_3,False,Maintainable item,False,Not reported,False,5,True,"bearing temperature of the electric motor, collected and labeled data, historical data, incoming real-time data, sensor data",True,yes,True,Single model,True,"regression, Remaining useful life estimation, deviation detection, Fault identification, Predictive Maintenance Article, Predictive maintenance system module",True,data-driven monitoring system,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: prescriptive maintenance; Design details: data processing and cleaning, irregular data sampling, resampling",True,data-driven monitoring system,True,urn:ontocast:facts:Predictive_maintenance_model,False
1715,extraction_papers\ontocast_runs\run_retry_failed_106_gpt-5.6-luna_20260725_220000\output\facts_01be2c74ae5e.ttl,2,1,151,134,True,1,True,2021,False,Fault detection,True,rotor,True,Maintainable item,False,Not reported,False,1,True,thermal state,True,yes,True,Multi model,True,"Predictive Maintenance Article, Fault identification, Fault detection, Predictive maintenance system module, Model type, Remaining useful life estimation, Health assessment, Health modelling",True,"Ð¸Ð´ÐµÐ½ÑÐ¸ÑÐ¸ÐºÐ°ÑÐ¸Ñ Ð¼ÐµÐ¶Ð²Ð¸ÑÐºÐ¾Ð²ÑÑ Ð·Ð°Ð¼ÑÐºÐ°Ð½Ð¸Ð¹, Ð¿Ð¾Ð²ÑÐµÐ¶Ð´ÐµÐ½Ð¸Ð¹ ÑÐ¾ÑÐ¾ÑÐ° Ð¸ Ð²Ð¸Ð±ÑÐ°ÑÐ¸Ð¾Ð½Ð½ÑÑ Ð°Ð½Ð¾Ð¼Ð°Ð»Ð¸Ð¹, real-time diagnostic system",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: induction motor, failure statistics, diagnostic system, reliability model, predictive maintenance, transport drives, Markov process; Design details: ÑÐ¸ÑÐ»Ð¾ ÑÐºÑÐ¿Ð»ÑÐ°ÑÐ°ÑÐ¸Ð¾Ð½Ð½ÑÑ ÑÐ¾ÑÑÐ¾ÑÐ½Ð¸Ð¹ Ð´Ð²Ð¸Ð³Ð°ÑÐµÐ»Ñ, stator current analysis",True,"Ð¸Ð´ÐµÐ½ÑÐ¸ÑÐ¸ÐºÐ°ÑÐ¸Ñ Ð¼ÐµÐ¶Ð²Ð¸ÑÐºÐ¾Ð²ÑÑ Ð·Ð°Ð¼ÑÐºÐ°Ð½Ð¸Ð¹, Ð¿Ð¾Ð²ÑÐµÐ¶Ð´ÐµÐ½Ð¸Ð¹ ÑÐ¾ÑÐ¾ÑÐ° Ð¸ Ð²Ð¸Ð±ÑÐ°ÑÐ¸Ð¾Ð½Ð½ÑÑ Ð°Ð½Ð¾Ð¼Ð°Ð»Ð¸Ð¹",True,urn:ontocast:facts:Factsarticle1_10,False
