query_index,facts_file,raw_parse_expected_to_fail_due_rdfstar,rdfstar_reification_blocks_removed,triples_after_cleanup,invalid_typed_literals,opmad_canonical_uri_occurrences,opmad_seed_uri_occurrences
1481,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6b203fabc136.ttl,True,155,172,0,29,10
1482,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6b8545b78ee4.ttl,True,148,165,0,47,34
1483,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6b9efd7a0165.ttl,True,99,116,0,27,4
1484,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6bce914faee8.ttl,True,135,152,0,33,13
1485,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6ca4f84c1511.ttl,True,184,200,0,32,7
1486,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6cb8aede6e57.ttl,True,154,171,5,24,18
1487,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6d246defadfc.ttl,True,163,178,0,20,3
1488,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6d3bfcb2d45a.ttl,True,158,173,0,0,52
1489,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6da34c123972.ttl,True,139,155,0,25,13
1490,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6e448e9baa63.ttl,True,140,153,0,20,11
1491,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6ef0b30b64e0.ttl,True,275,290,0,0,30
1492,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6f04f92f41f4.ttl,True,114,131,0,34,6
1493,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6f5202a005cf.ttl,True,172,189,0,62,8
1494,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_6f8237fb1105.ttl,True,230,247,0,41,0
1495,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_70c78d1f7d9d.ttl,True,139,156,0,24,2
1496,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_7145880fa0ec.ttl,True,208,225,0,35,7
1497,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_7154c2f15adf.ttl,True,218,234,0,0,37
1498,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_71eaf3887b66.ttl,True,136,155,0,24,0
1499,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_72449a959f3c.ttl,True,188,204,0,34,16
1500,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_7341cad185f7.ttl,True,196,210,0,0,26
1501,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_739f1a2257d6.ttl,True,138,155,0,24,20
1502,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_742569db1b34.ttl,True,180,195,0,17,33
1503,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_75e741edf08b.ttl,True,159,175,1,10,8
1504,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_7601be1727eb.ttl,True,172,187,0,0,42
1505,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_764d62b539a9.ttl,True,228,243,0,10,20
1506,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_774f6a062fc1.ttl,True,151,168,0,25,8
1507,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_77c48f15a97b.ttl,True,204,223,0,29,7
1508,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_79e539b9907e.ttl,True,147,164,0,44,4
1509,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_7af20d9d3082.ttl,True,176,186,0,11,27
1510,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_7b45e17c92d7.ttl,True,196,211,8,0,22
1511,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_7dcef0231e6b.ttl,True,142,157,0,0,26
1512,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_7e210743000f.ttl,True,245,262,0,40,8
1513,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_7fdad9a52dc6.ttl,True,163,180,0,25,31
1514,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_800ab1cc29a2.ttl,True,175,188,0,39,11
1515,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_80fd96cc9371.ttl,True,186,203,0,46,0
1516,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8145db8d38ec.ttl,True,217,234,0,22,16
1517,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_81d93d178930.ttl,True,160,177,0,43,9
1518,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8313c9633a46.ttl,True,243,260,0,52,16
1519,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_83aca1cd40c5.ttl,True,173,188,0,0,36
1520,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_84118bc90a2e.ttl,True,295,312,0,49,15
1521,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_846e4da09ef1.ttl,True,136,153,0,28,5
1522,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_85052b5fde74.ttl,True,267,281,0,0,57
1523,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_854f9525f7c2.ttl,True,150,166,0,30,20
1524,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8558c8b8a2da.ttl,True,172,189,0,23,13
1525,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_85fbda59e3ca.ttl,True,176,191,0,44,0
1526,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8621a17b378c.ttl,True,192,209,0,30,13
1527,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8699c9dda289.ttl,True,383,398,9,0,20
1528,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_874a0e0b2027.ttl,True,152,166,0,25,15
1529,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_87f23e08e1f1.ttl,True,148,159,0,47,0
1530,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_88b06e430dd2.ttl,True,157,173,0,23,22
1531,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_892f9ff654a7.ttl,True,139,154,0,3,17
1532,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_89c528ad5243.ttl,True,192,209,0,58,0
1533,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_89e8038cd325.ttl,True,221,238,0,16,12
1534,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8ac05466939c.ttl,True,139,151,0,0,22
1535,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8ad1ddeb43e5.ttl,True,175,190,0,0,48
1536,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8b7895e3d200.ttl,True,149,166,1,44,13
1537,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8c1ece5d3ef1.ttl,True,234,250,0,16,18
1538,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8d30ba7f5b7b.ttl,True,235,252,1,56,2
1539,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8d35672305df.ttl,True,195,210,0,26,20
1540,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8d8b1b0aa7e4.ttl,True,140,157,0,24,12
1541,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8e2fb5424178.ttl,True,172,187,0,25,0
1542,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8e9b4e4896e7.ttl,True,187,205,0,32,0
1543,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_8f8e35756c95.ttl,True,196,211,0,0,35
1544,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_90046e067fc5.ttl,True,176,193,0,50,0
1545,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_91405671917c.ttl,True,137,153,0,24,28
1546,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_91df9176f791.ttl,True,190,207,2,41,7
1547,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_929e8eacab06.ttl,True,195,210,0,0,47
1548,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_931d2045891f.ttl,True,165,181,0,17,14
1549,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_94baf47856f2.ttl,True,144,161,0,34,0
1550,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_958c5788cbb4.ttl,True,159,176,0,17,26
1551,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_95da473de9aa.ttl,True,145,160,0,11,5
1552,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9779d21369c9.ttl,True,196,211,0,0,36
1553,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_97b4ec133f74.ttl,True,175,192,0,26,12
1554,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9876407b52cf.ttl,True,165,181,0,26,13
1555,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_992eca23346f.ttl,True,190,205,1,24,25
1556,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_997ba1e83522.ttl,True,194,212,0,59,4
1557,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_99836d643bbf.ttl,True,171,187,0,32,25
1558,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9b3a73543329.ttl,True,136,146,0,0,27
1559,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9c32faf39d38.ttl,True,183,201,0,44,9
1560,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9c7c6b0864ab.ttl,True,178,195,0,25,7
1561,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9c8b15693d26.ttl,True,224,240,1,31,21
1562,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9d4c5911e7e3.ttl,True,151,167,0,19,27
1563,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9e5bfe950a14.ttl,True,254,269,1,17,12
1564,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9e7a0cc451f9.ttl,True,193,209,0,0,35
1565,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9e9b25268747.ttl,True,143,155,0,25,7
1566,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9f2c1cdabe89.ttl,True,140,158,0,34,0
1567,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9f36a5d7078a.ttl,True,196,213,0,25,9
1568,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9f496ac833c2.ttl,True,217,233,1,42,15
1569,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_9fbad0900ce0.ttl,True,207,222,0,0,54
1570,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a090f16a9f6e.ttl,True,164,179,0,0,42
1571,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a192cdbf8b1b.ttl,True,234,249,1,0,60
1572,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a28b084e1b66.ttl,True,235,250,0,0,39
1573,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a2917babd251.ttl,True,117,134,0,35,20
1574,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a2f18bc5fd10.ttl,True,173,190,0,52,6
1575,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a38b4cc01b17.ttl,True,184,200,0,47,18
1576,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a39b6b2de917.ttl,True,248,263,1,0,29
1577,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a4130cae873e.ttl,True,151,168,0,27,24
1578,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a421ee5aa019.ttl,True,214,230,0,16,9
1579,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a6159777176f.ttl,True,193,210,0,31,26
1580,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a6bd6e281258.ttl,True,189,206,0,59,10
1581,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a6d58aa973c3.ttl,True,189,206,0,32,5
1582,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a82a1224c806.ttl,True,166,182,0,18,0
1583,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a8b5e4ff77a7.ttl,True,168,184,0,0,67
1584,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a8ed53d67d62.ttl,True,274,292,0,60,20
1585,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a9a7405a25fc.ttl,True,215,232,1,26,24
1586,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_a9a814c4137c.ttl,True,226,243,0,35,21
1587,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ab08757cb1f6.ttl,True,126,143,0,41,0
1588,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ac21400542c6.ttl,True,260,275,0,4,14
1589,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ac4f9c281bfd.ttl,True,125,138,0,33,0
1590,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ad0ba7e2d3af.ttl,True,207,223,0,15,24
1591,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_adad193aa049.ttl,True,185,201,0,17,19
1592,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ae10bdfec88d.ttl,True,157,174,0,28,12
1593,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ae468cb8df63.ttl,True,223,241,0,49,12
1594,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ae728c23e391.ttl,True,154,171,0,28,16
1595,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_afd110cb82db.ttl,True,268,283,0,14,21
1596,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b0087e9ce2fc.ttl,True,159,174,9,0,11
1597,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b02caaded237.ttl,True,204,221,0,17,15
1598,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b08d90731df7.ttl,True,207,220,0,31,7
1599,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b1ff7a7499ed.ttl,True,139,156,0,22,3
1600,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b2927a1cf215.ttl,True,122,138,0,25,10
1601,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b2a07349e3b9.ttl,True,180,196,0,30,11
1602,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b2a4ffcab7fe.ttl,True,148,165,1,45,19
1603,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b40731adfdff.ttl,True,127,143,0,9,16
1604,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b45da2824e64.ttl,True,164,179,0,48,3
1605,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b4a61f0a6a20.ttl,True,140,155,0,0,23
1606,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b537faeb99d0.ttl,True,256,271,0,10,31
1607,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b56baf66b483.ttl,True,137,152,0,0,46
1608,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b5e935ce04bd.ttl,True,177,192,0,16,15
1609,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b5ef7e801c17.ttl,True,220,237,0,47,17
1610,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b62559d10800.ttl,True,175,191,0,21,33
1611,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b6a121d8e218.ttl,True,145,161,0,59,0
1612,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b704fb68cc76.ttl,True,172,181,0,21,14
1613,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b715a415ff75.ttl,True,163,178,0,19,1
1614,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b756afc27c6e.ttl,True,133,150,1,37,1
1615,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b7848c43e4e2.ttl,True,174,189,0,29,11
1616,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_b9675b32c53e.ttl,True,199,216,0,34,17
1617,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_bad5c82696ea.ttl,True,186,201,0,47,0
1618,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_bb5276db5af5.ttl,True,162,180,0,24,29
1619,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_bc6ed95171e5.ttl,True,221,236,0,7,29
1620,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_bceca1cecb61.ttl,True,169,186,0,41,8
1621,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_bd83563c2760.ttl,True,184,201,0,36,0
1622,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_bfd5aa76ec13.ttl,True,140,155,0,49,6
1623,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_c19b83e15528.ttl,True,137,154,0,49,16
1624,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_c1a79cf788d5.ttl,True,135,152,0,53,0
1625,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_c34db95e4551.ttl,True,193,210,0,47,2
1626,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_c368b34a1ac5.ttl,True,221,238,0,39,7
1627,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_c4944ec42b6f.ttl,True,130,147,0,32,8
1628,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_c70a2f63afaf.ttl,True,224,241,2,51,6
1629,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_c9f7c54abe5c.ttl,True,143,160,0,35,20
1630,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_cbfa9564244f.ttl,True,171,186,0,0,20
1631,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_cc4a95d70392.ttl,True,147,163,0,23,32
1632,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_cd82c0dc69b9.ttl,True,152,167,0,0,37
1633,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ce1c41427c85.ttl,True,162,174,0,22,15
1634,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ced72b29fe51.ttl,True,192,209,0,35,7
1635,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_cf067d9ee5a4.ttl,True,119,134,0,0,24
1636,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_cf1d87a8fd94.ttl,True,176,193,0,40,4
1637,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d182b247ea3e.ttl,True,156,173,0,35,20
1638,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d18cf8b03641.ttl,True,165,179,0,0,47
1639,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d1cb3434b501.ttl,True,269,285,0,18,22
1640,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d22f61589c6b.ttl,True,250,265,0,25,25
1641,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d2960e1252d9.ttl,True,191,208,0,25,11
1642,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d33eee2521db.ttl,True,230,247,0,24,0
1643,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d385d2f0408a.ttl,True,180,195,0,0,26
1644,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d3f9b4a961be.ttl,True,197,214,0,40,17
1645,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d4c1c10b7f4e.ttl,True,155,170,0,10,16
1646,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d65e2fde1af0.ttl,True,165,181,0,38,22
1647,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d66b61d3bacb.ttl,True,197,213,0,30,13
1648,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d6a1170241c0.ttl,True,144,155,0,38,25
1649,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d6d07ba7be53.ttl,True,213,229,1,35,29
1650,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d6eb41a2735f.ttl,True,185,200,0,0,48
1651,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d7142ea77ea0.ttl,True,147,163,0,30,15
1652,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d76e693cac57.ttl,True,185,200,0,0,51
1653,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d7c68483888e.ttl,True,150,166,0,32,10
1654,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d877a5e9a05b.ttl,True,119,134,1,1,12
1655,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_d9fc11b05d7c.ttl,True,168,184,0,26,23
1656,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_dadabd133627.ttl,True,159,176,0,59,7
1657,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_db415dbacdea.ttl,True,122,139,0,31,8
1658,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_db57f5560ec2.ttl,True,162,178,0,10,16
1659,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_db6b9acca585.ttl,True,148,167,0,30,17
1660,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_dbffc6ea378f.ttl,True,174,189,1,22,17
1661,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_dc143a0d3ce7.ttl,True,177,192,0,0,16
1662,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_dc19997586aa.ttl,True,174,184,1,0,47
1663,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_dcd261d527c3.ttl,True,164,179,0,0,28
1664,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_dd8649c94efa.ttl,True,164,180,0,49,5
1665,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_dd88997e6605.ttl,True,181,195,0,21,19
1666,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_ddcef1b51f01.ttl,True,203,211,0,34,0
1667,extraction_papers\ontocast_runs\run_remaining_500_gpt-5.6-luna_20260723_010000\output\facts_decaaa356f22.ttl,True,194,211,0,33,21
