query_index,normalized_task,normalized_case_study_type,normalized_case_study,normalized_online_offline,normalized_input_for_model,normalized_input_type,active__normalized_task,active__normalized_case_study_type,active__normalized_case_study,active__normalized_online_offline,active__normalized_input_for_model,active__normalized_input_type,active_content_fields,active_beyond_task,query_information_pattern
1482,Remaining useful life estimation,,nuclear power plant equipment,,,"flow, FactsmlCsnn, pressure, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1483,Health assessment,,continuous damping control damper,,,,True,False,True,False,False,False,2,1,task+case_study
1484,Fault detection,,medium-voltage switchgear,,,"current, temperature measurement, FactstemperatureReadings",True,False,True,False,False,True,3,2,task+case_study+input_type
1485,Fault identification,,industrial rolling bearing,,,vibrational data,True,False,True,False,False,True,3,2,task+case_study+input_type
1486,Remaining useful life estimation,,turbofan engine,,,"equipment health state, sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
1487,Fault detection,,bolted flange joint,,,,True,False,True,False,False,False,2,1,task+case_study
1488,Fault detection,,industrial steam system,,,"asset data, steam trap inlet temperature, IoT sensor data, operational parameters, public holiday calendars, statistical time-series features, weather information",True,False,True,False,False,True,3,2,task+case_study+input_type
1489,Fault detection,,power grid,,,"meteorological data, meteorological monitoring data",True,False,True,False,False,True,3,2,task+case_study+input_type
1490,One step future state forecast,,turbine,,,"pressure, Factshead, FactsinletPressure",True,False,True,False,False,True,3,2,task+case_study+input_type
1491,Fault detection,,drive train,,,"frequency spectra, statistical variables, vibration sensor",True,False,True,False,False,True,3,2,task+case_study+input_type
1492,Fault detection,,Electric locomotive bearing,,,,True,False,True,False,False,False,2,1,task+case_study
1493,Fault detection,,clinical chemistry analyser,,,"sensor data from sensors present in a CT machine, wavelet coefficients",True,False,True,False,False,True,3,2,task+case_study+input_type
1494,Fault detection,,bearing,,,"motor load information, pressure, sensor data, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1495,Health assessment,,aircraft,,,Sensor signals,True,False,True,False,False,True,3,2,task+case_study+input_type
1496,Fault detection,,PV module,,,,True,False,True,False,False,False,2,1,task+case_study
1497,Fault detection,,transformer,,,"image-based features from FRA polar plots, numerical features from FRA traces",True,False,True,False,False,True,3,2,task+case_study+input_type
1498,One step future state forecast,,complex system,,,,True,False,True,False,False,False,2,1,task+case_study
1499,Fault detection,,compensating reactors,,,"environmental parameters, external stress conditions, productivity, soil temperature, waterproof and dustproof grade",True,False,True,False,False,True,3,2,task+case_study+input_type
1500,Fault detection,,Asynchronous AC electric motor,,,"FactsactiveElectricalPowerSignal, FactsgearboxVibrationSignal, FactsoutputSpindleAngularSpeedSignal",True,False,True,False,False,True,3,2,task+case_study+input_type
1501,Remaining useful life estimation,,thyristor,,,"Qr charge difference, first degradation indicator, VT forward voltage, reverse recovery charge (Qr), thyristor degradation process",True,False,True,False,False,True,3,2,task+case_study+input_type
1502,Fault identification,,electrical insulation system,,,"FactsoptimizedPdFeaturesDataVariable, FactspartialDischargeDataVariable, PD amplitude q",True,False,True,False,False,True,3,2,task+case_study+input_type
1503,One step future state forecast,,roller,,,condition parameter,True,False,True,False,False,True,3,2,task+case_study+input_type
1504,Fault detection,,servomotor bearings,,,"characterised disturbances, input data",True,False,True,False,False,True,3,2,task+case_study+input_type
1505,Fault detection,,die,,,"ram tilt, die surface temperature, forming force, forming result assessment, FactsramTilt",True,False,True,False,False,True,3,2,task+case_study+input_type
1506,Fault detection,,synchronous condenser,,,thermal data,True,False,True,False,False,True,3,2,task+case_study+input_type
1507,Fault detection,,bearing fault detection,,,"amplitude changes, bearing, fault severity, load, raw time-domain data, speed, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1508,Fault detection,,,,,"Acceleration, Frequency, running speed, current",True,False,False,False,False,True,2,1,task+input_type
1509,Fault feature extraction,,bearings,,,sensing,True,False,True,False,False,True,3,2,task+case_study+input_type
1510,Fault detection,,rotating machinery,,,,True,False,True,False,False,False,2,1,task+case_study
1511,Fault detection,,turbofan engine,,,individual sensor feature,True,False,True,False,False,True,3,2,task+case_study+input_type
1512,Fault identification,,bearing seat,,,"transformer, one-dimensional vibration signal, time-domain energy entropy values, vibration frequency",True,False,True,False,False,True,3,2,task+case_study+input_type
1513,Fault identification,,Retrofitted five-axis computer numerical control machine,,,"power consumption data, operational sequences, vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
1514,Health assessment,,hydraulic system 1,,,"real-time sensor data, Factsdegradation1, FactspumpSpeedVariable",True,False,True,False,False,True,3,2,task+case_study+input_type
1515,Fault detection,,wind turbine,,,"standard geomagnetic field, high-frequency magnetometer data, nacelle wind speed, normal behaviour data, rotor rotations per minute measurements, rotor speed, supervisory control and data acquisition data, SCADA measurements, yaw angle",True,False,True,False,False,True,3,2,task+case_study+input_type
1516,Fault detection,,industrial equipment,,,"Equipment operational data, Fault thresholds, Prediction residuals",True,False,True,False,False,True,3,2,task+case_study+input_type
1517,Remaining useful life estimation,,engine performance monitoring,,,"engine parameters, fault data, normal operational data, on-board OBD system data, sensor data, vehicle diagnostics, vehicle logs",True,False,True,False,False,True,3,2,task+case_study+input_type
1518,Fault detection,,aero-engine bearing,,,"acoustic data, thermal data, time-frequency representation (TFR), vibration signal, fault feature",True,False,True,False,False,True,3,2,task+case_study+input_type
1519,Fault detection,,aircraft engine,,,sensor signal,True,False,True,False,False,True,3,2,task+case_study+input_type
1520,Fault detection,,DC microgrid,,,"AC power compatible with grid integration and end-user consumption, DC power generated by renewable energy sources, power signals of DC microgrid inverters",True,False,True,False,False,True,3,2,task+case_study+input_type
1521,Fault detection,,packaging machine,,,"Machine alarms, Real-time machine data",True,False,True,False,False,True,3,2,task+case_study+input_type
1522,Fault identification,,conveyor trough,,,"axial force, bolt working condition, pre-tightening force, rotation angle, sensor information, ultrasonic wave propagation, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1523,Health assessment,,rolling bearing,,,"health status data, parameter data, reconstruction error",True,False,True,False,False,True,3,2,task+case_study+input_type
1524,Remaining useful life estimation,,turbine engine,,,"C-MAPSS, sensor data",True,False,True,False,False,True,3,2,task+case_study+input_type
1525,Fault detection,,induction motor,,,"infrared images of an intact water-cooled electric machine, FactsinfraredRadiation, FactsmachineSpeed",True,False,True,False,False,True,3,2,task+case_study+input_type
1526,Fault feature extraction,,faulty component,,,"data noise, long-term storage state, missing data, multi-modal interference, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1527,Fault detection,,rotor,,,"fluorescence lifetime, Rated power, rotor temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
1528,Remaining useful life estimation,,aircraft engine propeller,,,"degradation performance, First performance index",True,False,True,False,False,True,3,2,task+case_study+input_type
1529,Fault detection,,,,,"data streams, high-dimensional input spaces",True,False,False,False,False,True,2,1,task+input_type
1530,Fault detection,,axial piston pump,,,"flow, pressure, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1531,Remaining useful life estimation,,angular contact ball bearing,,,,True,False,True,False,False,False,2,1,task+case_study
1532,Fault detection,,Embosser component,,,"Feature selection, Normalisation, Time-series data collected from the embosser component, Time-series transformation",True,False,True,False,False,True,3,2,task+case_study+input_type
1533,Health assessment,,connected machines,,,,True,False,True,False,False,False,2,1,task+case_study
1534,Fault feature extraction,,rolling bearing,,,"linear prediction coefficient, signal frame, NN",True,False,True,False,False,True,3,2,task+case_study+input_type
1535,Remaining useful life estimation,,Industrial system,,,"FactsvariableDischargeTime, FactsvariableVoltage",True,False,True,False,False,True,3,2,task+case_study+input_type
1536,Fault detection,,,,,"SCADA data, FactsscadaData_6",True,False,False,False,False,True,2,1,task+input_type
1537,Health assessment,,engine turbine,,,,True,False,True,False,False,False,2,1,task+case_study
1538,Health assessment,,cutting tool,,,"acoustic emission signal, force, multi-channel hybrid information, tri-axial cutting force, tri-axial vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1539,Fault detection,,resistive sensors,,,"engine load, engine torque, feeding rate, forward speed, loss rate, predicted fault status, reel height, threshing drum speed",True,False,True,False,False,True,3,2,task+case_study+input_type
1540,Health assessment,,IoT-WHRS,,,"Seebeck coefficient, Thermal resistivity",True,False,True,False,False,True,3,2,task+case_study+input_type
1541,Health assessment,,rotor turbine,,,"modal parameters, speed, trial weights, unbalance mass",True,False,True,False,False,True,3,2,task+case_study+input_type
1542,Health assessment,,power cable,,,"aging coefficient, elongation, tensile strength",True,False,True,False,False,True,3,2,task+case_study+input_type
1543,Remaining useful life estimation,,sensor node,,,,True,False,True,False,False,False,2,1,task+case_study
1544,Remaining useful life estimation,,machine,,,"condition-indicating variable, selected parameters",True,False,True,False,False,True,3,2,task+case_study+input_type
1545,Remaining useful life estimation,,sensors,,,"sensor signals, spatiotemporal knowledge graph",True,False,True,False,False,True,3,2,task+case_study+input_type
1546,Remaining useful life estimation,,machine tool saddle,,,"cutting forces, cutting temperature, machining parameters, real-time sensor inputs, tool wear",True,False,True,False,False,True,3,2,task+case_study+input_type
1547,Fault identification,,bearing,,,"bearing vibration signal, electromagnetic interference, FactsinputVectors1, mechanical noise",True,False,True,False,False,True,3,2,task+case_study+input_type
1548,One step future state forecast,,heat exchanger,,,"bacteria levels, pH",True,False,True,False,False,True,3,2,task+case_study+input_type
1549,Fault detection,,battery,,,"charge-discharge patterns, initial data, operating conditions, temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
1550,Fault detection,,rolling bearing,,,"load, Reconstruction along projection pathway health indicator",True,False,True,False,False,True,3,2,task+case_study+input_type
1551,Fault detection,,gear,,,vibration signal,True,False,True,False,False,True,3,2,task+case_study+input_type
1552,Fault identification,,electrolytic capacitor,,,"input current, frequency band wavelet packet dispersion entropy features",True,False,True,False,False,True,3,2,task+case_study+input_type
1553,Remaining useful life estimation,,EV battery,,,"cycling, deterioration, discharge period, environmental factors, internal resistance, remaining useful life",True,False,True,False,False,True,3,2,task+case_study+input_type
1554,Health assessment,,mechanical harvester,,,"mechanical harvester features, Mechanical status",True,False,True,False,False,True,3,2,task+case_study+input_type
1555,Remaining useful life estimation,,electric motor,,,"current, vibration level, motor current signature data, raw spectral data",True,False,True,False,False,True,3,2,task+case_study+input_type
1556,Health assessment,,power battery,,,"Fan speed, hydrogen crossover current, oxygen transfer, Stack temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
1557,Health assessment,,,,,"Acoustic emission, cutting direction, Cutting forces, cutting speed, Depth of cut, Feed rate, FactslatentFeatureSpace, Spindle current, Spindle vibration signals, Tool geometry",True,False,False,False,False,True,2,1,task+input_type
1558,Fault detection,,centrifugal pump,,,"flow rate, NPSH",True,False,True,False,False,True,3,2,task+case_study+input_type
1559,Health assessment,,,,,"battery degradation, temperature, internal resistance, FactsionMobility, FactssolarEnergyGeneration",True,False,False,False,False,True,2,1,task+input_type
1560,Remaining useful life estimation,,aircraft turbine,,,"raw data, sensor readings, training data",True,False,True,False,False,True,3,2,task+case_study+input_type
1561,Remaining useful life estimation,,,,,"FactsimageBasedFeatures, FactsmultiSensorSignals, Remaining useful life",True,False,False,False,False,True,2,1,task+input_type
1562,Health assessment,,bearings,,,"condition monitoring data, FactsdataVariable3, extracted key features",True,False,True,False,False,True,3,2,task+case_study+input_type
1563,Fault detection,,blade,,,"Blade tip displacement, blade vibration, time of arrival, Varying rotational speed, Varying vibration displacement",True,False,True,False,False,True,3,2,task+case_study+input_type
1564,Health assessment,,tire,,,tire fraction used for treading,True,False,True,False,False,True,3,2,task+case_study+input_type
1565,Health assessment,,tool,,,"cutting force, FactsmachinedSurfaceQuality, spindle vibration data, surface roughness",True,False,True,False,False,True,3,2,task+case_study+input_type
1566,Fault detection,,hydrodynamic bearing,,,,True,False,True,False,False,False,2,1,task+case_study
1567,Remaining useful life estimation,,,,,,True,False,False,False,False,False,1,0,task
1568,Health assessment,,cellulose paper insulation,,,"acids, carbon oxides, degree of polymerisation, fault gases, furanic compounds, 2-Furfuraldehyde (2-FAL), non-destructive failure parameters",True,False,True,False,False,True,3,2,task+case_study+input_type
1569,Fault detection,,GLSA,,,"maximum voltage decrease in V-I characteristic, capacitive current component, equivalent capacitance, fifth harmonic component, total leakage current, non-linear resistance, operating voltage measurement, power loss measurement, IR to IT ratio Ra, resistive current, voltage across surge arrester, 9 kV operating condition",True,False,True,False,False,True,3,2,task+case_study+input_type
1570,Health assessment,,Rotating plant asset,,,"operating regime, source features, statistical distribution, FactsvibrationTelemetry",True,False,True,False,False,True,3,2,task+case_study+input_type
1571,Fault detection,,container shipping,,,"characteristic life alpha, fuel quality, shape parameter beta, sulphur content",True,False,True,False,False,True,3,2,task+case_study+input_type
1572,One step future state forecast,,engine lubrication oil,,,"oxidation, thermal stress",True,False,True,False,False,True,3,2,task+case_study+input_type
1573,Fault detection,,equipment,,,,True,False,True,False,False,False,2,1,task+case_study
1574,Remaining useful life estimation,,è®¾å¤,,,"x_t, c_t, monitoring data",True,False,True,False,False,True,3,2,task+case_study+input_type
1575,Remaining useful life estimation,,adsorption cooling systems,,,"cryptocurrency prices, physical parameters, incidents during takeoff and landing",True,False,True,False,False,True,3,2,task+case_study+input_type
1576,Fault detection,,blunt tool,,,"depth of cut, feed rate, spindle motor current, tri-axial acceleration signal, workpiece material",True,False,True,False,False,True,3,2,task+case_study+input_type
1577,Remaining useful life estimation,,CRDM rotor components,,,"CRDM vibration signal, degradation-related feature quantity 1, FactsobservedComponentStates, CRDM stroke, X-ray records",True,False,True,False,False,True,3,2,task+case_study+input_type
1578,Health assessment,,bearing,,,vibration signals,True,False,True,False,False,True,3,2,task+case_study+input_type
1579,Fault detection,,,,,"acoustic emissions, temperature, real-time operational data, sensor data, stress level, vibration",True,False,False,False,False,True,2,1,task+input_type
1580,Fault detection,,transformer,,,"ambient temperature, associated transformer characteristic features, top oil temperature, transformer loading",True,False,True,False,False,True,3,2,task+case_study+input_type
1581,Health assessment,,proton exchange membrane fuel cell,,,"degradation voltage, low-frequency degradation signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1582,Health assessment,,system component,,,,True,False,True,False,False,False,2,1,task+case_study
1583,Fault detection,,heat exchanger,,,"Actuator measurements, controller compensation, control inputs, Hidden degradation, humidity, operational mode, pressure, system output",True,False,True,False,False,True,3,2,task+case_study+input_type
1584,Fault identification,,Two-stage spur gear system,,,"Assembly tolerance-induced interaxial variation, Faulty TVMS, Gear mesh force F, Intentional gear geometry modification, Hub radius, hub-radius effect, assembly tolerance-induced interaxial variation, load-dependent stiffness variation, mesh convergence in contact zones, Mesh damping cmij, Gear mesh stiffness, Operational torque, tooth profile deviation, TVMS, Vertical displacement y3, Vertical vibration signal y3 double dot, vibration response, Vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1585,Fault identification,,,,,"UAV flight data, sensor measurement data, telemetry data",True,False,False,False,False,True,2,1,task+input_type
1586,Health assessment,,bearing,,,"Bearing vibration, Electric motor current, speed",True,False,True,False,False,True,3,2,task+case_study+input_type
1587,Health assessment,,distillation column,,,"FactspressureDifferential, process data trends, process variable",True,False,True,False,False,True,3,2,task+case_study+input_type
1588,One step future state forecast,,Dani,,,"cell housing expansion, internal battery states, strain load, temperature variation",True,False,True,False,False,True,3,2,task+case_study+input_type
1589,Fault detection,,,,,,True,False,False,False,False,False,1,0,task
1590,Fault detection,,Rolling bearing,,,,True,False,True,False,False,False,2,1,task+case_study
1591,Fault detection,,actuator,,,"signal data, frequency f1, industrial data, time period T",True,False,True,False,False,True,3,2,task+case_study+input_type
1592,Remaining useful life estimation,,rolling bearing,,,"FactshiddenHighDimensionalFeatures, features",True,False,True,False,False,True,3,2,task+case_study+input_type
1593,Fault detection,,high-speed train traction system,,,"dynamic d-q current signal, healthy motor condition, FactsmeasuredCurrent, FactsnegativeSequenceCurrentResidual, operational flux signal, second-order harmonic, three-phase current signal, unmeasured motor parameter",True,False,True,False,False,True,3,2,task+case_study+input_type
1594,Fault identification,,axle,,,"onboard acceleration data, shear time histories on rails, strain measurements, vehicle vibration measurements, wheel damage severity, wheel rotation pattern",True,False,True,False,False,True,3,2,task+case_study+input_type
1595,Fault feature extraction,,floating offshore wind turbine cable,,,"8-bit histogram, Accuracy",True,False,True,False,False,True,3,2,task+case_study+input_type
1596,One step future state forecast,,equipment,,,,True,False,True,False,False,False,2,1,task+case_study
1597,Fault detection,,rail welded joint,,,,True,False,True,False,False,False,2,1,task+case_study
1598,One step future state forecast,,crusher blade,,,edge design,True,False,True,False,False,True,3,2,task+case_study+input_type
1599,Fault detection,,Electrical equipment,,,"LA_J, Substation infrared image",True,False,True,False,False,True,3,2,task+case_study+input_type
1600,Remaining useful life estimation,,aircraft,,,health index data,True,False,True,False,False,True,3,2,task+case_study+input_type
1601,Health assessment,,train,,,"age, inspection data, wear rate, contact wire thickness, FactswireThicknessDegradation",True,False,True,False,False,True,3,2,task+case_study+input_type
1602,Health assessment,,Electric vehicle lithium-ion battery system,,,"FactschargeDischargeSensorVariable, charging-discharging cycles, current sensor data, Battery degradation phases, electrochemical impedance spectroscopy sensor data, FactsspectralImpedanceSensorVariable, temperature variations, usage patterns, NASA battery dataset",True,False,True,False,False,True,3,2,task+case_study+input_type
1603,Fault detection,,gearbox,,,gear meshing frequency harmonics,True,False,True,False,False,True,3,2,task+case_study+input_type
1604,Remaining useful life estimation,,aero-engine,,,feature variables,True,False,True,False,False,True,3,2,task+case_study+input_type
1605,Remaining useful life estimation,,,,,Cycle time,True,False,False,False,False,True,2,1,task+input_type
1606,Fault feature extraction,,Gearbox,,,wind turbine temperature,True,False,True,False,False,True,3,2,task+case_study+input_type
1607,Remaining useful life estimation,,industrial equipment,,,"degradation data, FactsinputFeatures_1, online condition monitoring information, reliability data, sensor and monitoring-system data, time-series data, time window",True,False,True,False,False,True,3,2,task+case_study+input_type
1608,Fault identification,,Guide rail,,,cart speed,True,False,True,False,False,True,3,2,task+case_study+input_type
1609,Fault detection,,partial discharge,,,"number of LSTM hidden layer nodes, LSTM learning rate, LSTM regularization coefficient, VMD decomposition parameter k, CH4 concentration, dissolved gas concentration in transformer oil, FactstransformerOil",True,False,True,False,False,True,3,2,task+case_study+input_type
1610,Health assessment,,cutting tool,,,"Cutting depth, Cutting force signal, Feed rate, Spindle speed, FactstoolWear_4, Vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1611,Fault detection,,,,,"FactspressureVariable_1, Sensor reliability",True,False,False,False,False,True,2,1,task+input_type
1612,Fault detection,,wind turbine,,,pressure,True,False,True,False,False,True,3,2,task+case_study+input_type
1613,Fault identification,,bearing,,,,True,False,True,False,False,False,2,1,task+case_study
1614,Remaining useful life estimation,,aircraft engine,,,"air density, domain-invariant feature, flight altitude, Mach number, sensor signals, temperature, test data",True,False,True,False,False,True,3,2,task+case_study+input_type
1615,Fault detection,,Steckel mill,,,"historical and real-time sensor data, operational data",True,False,True,False,False,True,3,2,task+case_study+input_type
1616,Fault detection,,BLDC motor,,,"sensor data, Sound signal, FactssoundSignalVariable, Vibration signal, wavelet energy features",True,False,True,False,False,True,3,2,task+case_study+input_type
1617,Remaining useful life estimation,,rolling bearing,,,"degradation features, feature extraction, low-order features, temporal features, unlabeled data",True,False,True,False,False,True,3,2,task+case_study+input_type
1618,Fault detection,,pump,,,"hydraulic gradient, velocity, flow",True,False,True,False,False,True,3,2,task+case_study+input_type
1619,Fault detection,,timing belt,,,"belt degradation, operational condition, collected sensor data, belt thickness variation, belt wear",True,False,True,False,False,True,3,2,task+case_study+input_type
1620,Fault feature extraction,,bearing,,,"FactsinstantaneousEnergyChanges, pressure, data segment length, CWRU dataset, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1621,Health assessment,,component,,,,True,False,True,False,False,False,2,1,task+case_study
1622,Fault detection,,electric multiple unit,,,"historical operational data, data collected by motor sensors, FactsspeedVariable_3",True,False,True,False,False,True,3,2,task+case_study+input_type
1623,Fault feature extraction,,Mechanical equipment,,,"friction coefficient, historical lubricant data, lubricant viscosity, lubricating oil monitoring data, lubricating oil temporal evolution data, mechanical equipment wear state, FactsoilMonitoringData, spectral data, wear debris concentration, wear particle images, wear states",True,False,True,False,False,True,3,2,task+case_study+input_type
1624,Remaining useful life estimation,,,,,"acceleration, FactsbearingAccelerationLifeData, FactscapacityData, FactsoriginalVibrationSignals",True,False,False,False,False,True,2,1,task+input_type
1625,Fault detection,,ARAtronica,,,current,True,False,True,False,False,True,3,2,task+case_study+input_type
1626,Fault feature extraction,,battery,,,"accumulating equivalent cycle numbers, capacity degradation, capacity fading trajectory, End of Life, NASA dataset, uniform State of Health interval",True,False,True,False,False,True,3,2,task+case_study+input_type
1627,Fault detection,,metro system,,,"operational parameter, Peak-hour demand, Station stop densities",True,False,True,False,False,True,3,2,task+case_study+input_type
1628,Fault detection,,Gearbox,,,"FactsgeneratedPower, SCADA data, bearing temperature, FactswindSpeed",True,False,True,False,False,True,3,2,task+case_study+input_type
1629,Fault detection,,,,,"machining signal, torque",True,False,False,False,False,True,2,1,task+input_type
1630,One step future state forecast,,Electrical equipment,,,number of singular values,True,False,True,False,False,True,3,2,task+case_study+input_type
1631,Remaining useful life estimation,,,,,"flow rate, fluid density, friction factor, pipe length, pressure drop, real-time sensor data, temperature gradient",True,False,False,False,False,True,2,1,task+input_type
1632,Fault identification,,,,,"FactsChannelDimension, FactsLocalInformation, FactsTrendInformation, operational status, sensor data",True,False,False,False,False,True,2,1,task+input_type
1633,Health assessment,,SMOTE dataset,,,"acidity, Breakdown Voltage, color, Degree of Polymerization, Dissipation Factor, dissolved gas analysis, Duval Pentagon, furan testing, humidity, Interfacial Tension, oil quality, Oil Quality",True,False,True,False,False,True,3,2,task+case_study+input_type
1634,Fault detection,,circuit breaker,,,"AC resistance, contact condition, electric field signal, current signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1635,Fault detection,,gear,,,"Time series vibration data, time series vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
1636,Fault detection,,automotive production equipment,,,,True,False,True,False,False,False,2,1,task+case_study
1637,Remaining useful life estimation,,bearing in aerospace manufacturing,,,"frequency-domain features, handcrafted feature sequences, original vibration signal, statistical features, time-domain features",True,False,True,False,False,True,3,2,task+case_study+input_type
1638,Remaining useful life estimation,,MDPI,,,"Factsmtbf_1, spare part usage",True,False,True,False,False,True,3,2,task+case_study+input_type
1639,Fault detection,,gearbox,,,"FactsinputDataVariable, Output power, Output temperature, SCADA parameters, Wind speed",True,False,True,False,False,True,3,2,task+case_study+input_type
1640,Fault feature extraction,,intermediate speed bearing,,,"Ball Spin Frequency, current consumption, sampling frequency, FactsfluidPressure, Fundamental Train Frequency, weight of the load, sampling rate, vibration, thermography, shaft speed, tribology",True,False,True,False,False,True,3,2,task+case_study+input_type
1641,Fault feature extraction,,gear,,,"energy-based features, frequency components, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1642,Fault detection,,HVAC system,,,,True,False,True,False,False,False,2,1,task+case_study
1643,Fault detection,,charging pile,,,"charging pile voltage, selection parameter",True,False,True,False,False,True,3,2,task+case_study+input_type
1644,Remaining useful life estimation,,bearing,,,"bearing degradation features, failure threshold, health index, kurtosis, root mean square (RMS), signal entropy, vibration signal, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1645,Fault detection,,bearing,,,,True,False,True,False,False,False,2,1,task+case_study
1646,Fault identification,,G2-110,,,"Cylinder pressure balance signal, Displacement signal, Hydraulic brake pressure signal, Impact force signal, lubrication oil, Smoothed monitoring signal data, thermal expansion, three-phase currents, triaxial vibration signals, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1647,Fault detection,,,,,prior performance data,True,False,False,False,False,True,2,1,task+input_type
1648,Fault detection,,OLTC,,,"OLTC vibration signals, complex time-series signals, Factsvibration_signal_variable_1",True,False,True,False,False,True,3,2,task+case_study+input_type
1649,Remaining useful life estimation,,Mechanical product,,,"Covariates, Diffusion parameter, Drift parameter, Detection data, Chemical property degradation, Random effects, Stress level",True,False,True,False,False,True,3,2,task+case_study+input_type
1650,Fault detection,,wind turbine,,,,True,False,True,False,False,False,2,1,task+case_study
1651,Remaining useful life estimation,,mechanical system,,,"acoustic emission signals, actual degradation trends, drum pressure, electric power, historical data observations, Pressure, sensor data, turbine pressure, water level position in the drum",True,False,True,False,False,True,3,2,task+case_study+input_type
1652,Fault detection,,ANN,,,"chemical exposure information, chemical treatments, technical manuals, seasonal production cycles, sensor telemetry, FactsvariableLengthMultimodalInput, compressor vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
1653,Fault detection,,engine,,,"common element of iron (Fe), oil contaminant elements, oil viscosity, spectral data, temperature, wear particle counting",True,False,True,False,False,True,3,2,task+case_study+input_type
1654,Fault detection,,,,,,True,False,False,False,False,False,1,0,task
1655,Remaining useful life estimation,,MHA,,,"battery capacity, intrinsic mode functions",True,False,True,False,False,True,3,2,task+case_study+input_type
1656,One step future state forecast,,Distribution network,,,"Distribution-network abnormal operation cumulative data, Gini index for each feature, Heatwave, Fault amount, Meteorological disaster, Storm",True,False,True,False,False,True,3,2,task+case_study+input_type
1657,Remaining useful life estimation,,Li-ion battery,,,"State of Charge, FactsstateOfPower",True,False,True,False,False,True,3,2,task+case_study+input_type
1658,Fault detection,,rotating equipment,,,"data point, Multivariate time series data, FactspressureVariable_5",True,False,True,False,False,True,3,2,task+case_study+input_type
1659,Remaining useful life estimation,,avionics system,,,"environmental scenarios, failure behavior, process uncertainty, sensor data, TTF",True,False,True,False,False,True,3,2,task+case_study+input_type
1660,Remaining useful life estimation,,,,,Unified maintenance data model,True,False,False,False,False,True,2,1,task+input_type
1661,Fault identification,,CNRS,,,,True,False,True,False,False,False,2,1,task+case_study
1662,Fault detection,,one-phase winding,,,"FactsaxialMagneticFluxSignal, generator current, moment measurement, multisensor-aware data, otoacoustic emission, temperature measurement, vibration measurement, FactsvibrationSignal_15",True,False,True,False,False,True,3,2,task+case_study+input_type
1663,Fault detection,,rotary machine,,,"load change, variable speed",True,False,True,False,False,True,3,2,task+case_study+input_type
1664,Remaining useful life estimation,,carbon steel,,,"eddy current signal, Complex-valued eddy current signals, Phase information",True,False,True,False,False,True,3,2,task+case_study+input_type
1665,Health assessment,,mobile robot,,,"robot pose, vibration cost map, Factsterrain_roughness_1",True,False,True,False,False,True,3,2,task+case_study+input_type
1666,Fault identification,,transformer,,,"CO2/CO ratio, dissolved gas analysis, interfacial tension",True,False,True,False,False,True,3,2,task+case_study+input_type
1667,Health assessment,,ventilation system,,,"air quality, humidity, power consumption, FactssensorDataVariable_2, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
1668,Fault detection,,airplane engine,,,Feature variable,True,False,True,False,False,True,3,2,task+case_study+input_type
1669,Fault identification,,axial flow pump,,,"fault features, frequency-domain features, frequency similarity matrix, time-domain signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1670,Fault detection,,railway operational equipment,,,"acoustic emissions, historical failure records, real-time monitoring information, sensor data, temperature variations, vibration signals",True,False,True,False,False,True,3,2,task+case_study+input_type
1671,Fault detection,,planetary gearbox,,,"multivariate entropy, vibration signal",True,False,True,False,False,True,3,2,task+case_study+input_type
1672,Fault detection,,elevator,,,"lateral force acting on vehicle tires, lateral force variation (LFV), real-time vibration monitoring, FactsvibrationSignal_5",True,False,True,False,False,True,3,2,task+case_study+input_type
1673,Remaining useful life estimation,,defective oil and natural gas pipeline,,,"Input features, FactsvariableDefectDepth",True,False,True,False,False,True,3,2,task+case_study+input_type
1674,Fault detection,,tablet pressing machine,,,,True,False,True,False,False,False,2,1,task+case_study
1675,Health assessment,,battery,,,"available memory, battery degradation, transmission bandwidth",True,False,True,False,False,True,3,2,task+case_study+input_type
1676,Fault detection,,Factory machine,,,"Acoustic signal, Temperature signal, raw sensor input",True,False,True,False,False,True,3,2,task+case_study+input_type
