id,controversy_level,normalized_reason_category,subagent_reason_category,recommended_action,brief_reason,current_screening_confidence,current_screening_notes,pdf_present,title,year,source,doi
paper-3028,low,weak_maintenance_link,weak_maintenance_link,review_keep,Bushing dynamics identification only mentions PdM as a possible downstream digital-tool use; no actual fault/degradation or maintenance decision.,medium,Bushing model supports predictive maintenance,yes,A fast Time-domain identification of bushing dynamics,2025,Mechanical Systems and Signal Processing,10.1016/j.ymssp.2024.112140
paper-3083,low,performance_or_energy_optimization,operations_optimization,review_keep,"Vibration-aware robot path planning reduces wear/rough-terrain exposure, but it is operational control rather than a maintenance prediction or scheduling study.",high,Mobile robot wear-aware planning,yes,RL-Based Vibration-Aware Path Planning for Mobile Robots’ Health and Safety,2025,Mathematics,10.3390/math13060913
paper-3215,low,performance_or_energy_optimization,generic_ai_method,review_keep,Neural-architecture-search efficiency method trained on PdM datasets; asset and maintenance context are indirect rather than paper-specific.,medium,Model search for predictive maintenance,yes,A Model for Learning-Curve Estimation in Efficient Neural Architecture Search and Its Application in Predictive Health Maintenance,2025,Mathematics,10.3390/math13040555
paper-3233,low,business_social,process_quality_monitoring,review_keep,"CNC chip-residue object detection prevents tool damage, but target is debris/chip management rather than direct equipment condition or RUL.",medium,CNC chip detection prevents equipment faults,yes,Synthetic-data-driven You-Only-Look-Once–Based Detection of Computer Numerical Control Machining Chips: Comparative Analysis of Omniverse Generated and Manually Annotated Images,2025,Sensors and Materials,10.18494/SAM5839
paper-3234,low,process_quality_not_maintenance,process_monitoring_ambiguous_asset,review_keep,"Drift detection for heterogeneous production processes is tied to PdM, but the monitored drift may be process-state rather than asset degradation.",high,Production process predictive maintenance drift diagnosis,no,Data-driven drift detection and diagnosis framework for predictive maintenance of heterogeneous production processes: Application to a multiple tapping process,2025,Engineering Applications of Artificial Intelligence,10.1016/j.engappai.2024.109552
paper-3305,low,sensor_material_only,enabling_measurement_method,review_keep,Framework evaluates measurement-system precision for condition monitoring; useful support topic but not an asset fault/RUL study itself.,high,Condition monitoring measurement capability,yes,Evaluating Measurement System Capability in Condition Monitoring: Framework and Illustration Using Gage Repeatability and Reproducibility,2025,Structural Control and Health Monitoring,10.1155/stc/3441846
paper-3327,low,medical_bio_non_equipment,generic_framework_unclear_asset,review_keep,"Biomimicry decision framework for condition monitoring is conceptual and asset-agnostic, with only generic vibration-data validation.",medium,Decision method for condition monitoring,yes,Biomimicry as a decision-making methodology in condition monitoring,2025,Frontiers in Artificial Intelligence,10.3389/frai.2025.1485489
paper-3416,low,weak_maintenance_link,environmental_monitoring_only,review_keep,PV-plant IoT system monitors temperature and humidity and only indirectly supports preventive/corrective maintenance; no fault prediction model.,medium,PV plant monitoring for predictive maintenance,yes,Design and Implementation of a Sustainable IoT Embedded System for Monitoring Temperature and Humidity in Photovoltaic Power Plants in the Amazon,2025,Sustainability (Switzerland),10.3390/su17062347
paper-3447,low,weak_maintenance_link,weak_maintenance_link,review_keep,Wind-turbine gearbox deflection/torque estimation is relevant to future RUL assessment but does not itself estimate degradation or maintenance timing.,medium,Wind turbine gearbox reliability monitoring,yes,Identification of operational deflection shapes of a wind turbine gearbox using fiber-optic strain sensors on a serial production end-of-line test bench,2025,Wind Energy Science,10.5194/wes-10-207-2025
paper-3618,low,sensor_material_only,test_apparatus_monitoring,review_keep,"Digital twin monitors a materials-testing apparatus and claims lower maintenance cost, but fault/degradation decision support is not central.",medium,Testing apparatus digital twin supports maintenance,yes,Digital Twin-Driven Modeling and Application of High-Temperature Biaxial Materials Testing Apparatus,2025,"Computers, Materials and Continua",10.32604/cmc.2025.060194
paper-3643,low,performance_or_energy_optimization,generic_iiot_optimization,review_keep,"Explicitly frames predictive-maintenance policies, but asset type and physical degradation model are generic/unspecified.",high,IIoT maintenance policy optimization,no,Federated Q-Learning-Based Optimization for Resource Allocation in Industrial IoT Networks,2025,IEEE Access,10.1109/ACCESS.2025.3624919
paper-3687,low,weak_maintenance_link,generic_method_unclear_asset,review_keep,"Online parameter estimation is demonstrated on DC motors and marine vessels, but maintenance linkage remains methodological/general.",medium,Generic digital twin condition monitoring,no,Online Parameter Estimation in Digital Twins for Real-Time Condition Monitoring,2025,IEEE Access,10.1109/ACCESS.2025.3531983
paper-3762,low,medical_bio_non_equipment,sensor_method_only,review_keep,"Disposable biosensor detects water in oil as a degradation indicator, but no equipment maintenance workflow is shown.",high,Oil water sensing for maintenance,no,Broadband Disposable Biosensors Based on Dielectric Waveguide Ring Resonators,2025,IEEE Sensors Journal,10.1109/JSEN.2025.3603936
paper-3814,low,generic_method_no_asset_case,model_benchmark_only,review_keep,Benchmarks PV IV equivalent-circuit models; health/fault detection is mentioned as a use case but not the main contribution.,high,PV module health and fault detection,yes,Benchmarking equivalent circuit models for the IV characteristic of bifacial photovoltaic modules,2025,EPJ Photovoltaics,10.1051/epjpv/2024046
paper-3815,low,performance_or_energy_optimization,operations_optimization_not_maintenance,review_keep,"Second-life battery dispatch uses SOH/RUL constraints, but the primary objective is capacity planning and power dispatch.",medium,Battery degradation informs dispatch planning,yes,Second-Life Battery Energy Storage System Capacity Planning and Power Dispatch via Model-Free Adaptive Control-Embedded Heuristic Optimization,2025,Energy Engineering: Journal of the Association of Energy Engineering,10.32604/ee.2025.067785
paper-3959,low,software_it_cyber,generic_lifecycle_framework,review_keep,"Distribution-network lifecycle framework is broad and policy-oriented, with predictive maintenance only one component.",high,Distribution network maintenance framework,yes,"Intelligent lifecycle management of distribution networks: a machine learning framework for efficiency, resilience, and environmental sustainability",2025,International Journal of Information and Communication Technology,10.1504/IJICT.2025.146906
paper-3962,low,civil_geotechnical_infrastructure,broad_inspection_framework,review_keep,"Drones/IoT renewable-energy integration includes inspection and faults, but the work is broad system integration rather than focused PdM.",high,Renewable energy inspection and maintenance,no,Drones and IoT for Enhancing Renewable Energy Integration,2025,International Journal on Informatics Visualization,10.62527/joiv.9.5.4630
paper-3969,low,weak_maintenance_link,repair_effects_not_predictive,review_keep,Studies effects of bearing surface grinding/repair; useful for maintenance but not predictive monitoring or prognosis.,medium,Bearing repair grinding effects,yes,Impact of Surface Grinding on the Performance of Tilting Pad Bearings,2025,Coatings,10.3390/coatings15010005
paper-3983,low,sensor_material_only,tribology_study_not_predictive,review_keep,"Marine thruster lip-seal behavior informs monitoring, but the paper is a tribology characterization without prediction/maintenance decisions.",medium,Marine seal behavior informs monitoring,no,Behavior of marine thruster lip seals under typical operating conditions,2025,Tribology International,10.1016/j.triboint.2024.110195
